Bug Report ID,#Files (.java),Ranks,Ranked Buggy Files,Ranks (Unsorted)
11,52,"[1, 3, 6, 9, 15, 25, 32]","['bug-11/app/src/main/java/com/droidheat/musicplayer/SplashActivity.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/SongsManager.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/MusicPlayback.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/PlayActivity.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/MusicDockFragment.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/QueueFragment.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/HomeFragment.java']","[1, 3, 6, 9, 15, 25, 32]"
55,86,"[10, 15]","['bug-55/app/src/main/java/com/fieldbook/tracker/traits/CategoricalTraitLayout.java', 'bug-55/app/src/main/java/com/fieldbook/tracker/traits/MultiCatTraitLayout.java']","[10, 15]"
56,86,[18],['bug-56/app/src/main/java/com/fieldbook/tracker/traits/LabelPrintTraitLayout.java'],[18]
227,179,"[10, 17, 22, 23, 35, 38, 100]","['bug-227/app/src/main/java/org/gnucash/android/ui/transaction/TransactionFormFragment.java', 'bug-227/app/src/main/java/org/gnucash/android/ui/transaction/SplitEditorFragment.java', 'bug-227/app/src/main/java/org/gnucash/android/importer/GncXmlHandler.java', 'bug-227/app/src/main/java/org/gnucash/android/receivers/TransactionRecorder.java', 'bug-227/app/src/main/java/org/gnucash/android/db/adapter/AccountsDbAdapter.java', 'bug-227/app/src/main/java/org/gnucash/android/model/Transaction.java', 'bug-227/app/src/main/java/org/gnucash/android/model/Split.java']","[10, 17, 22, 23, 35, 38, 100]"
1213,50,"[1, 2, 4]","['bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Preferences/PasswordEncryptedPreference.java', 'bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Dialogs/PasswordEntryDialog.java', 'bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Preferences/CredentialsPreference.java']","[1, 2, 4]"
1222,172,"[53, 93, 114]","['bug-1222/app/src/main/java/org/gnucash/android/db/adapter/RecurrenceDbAdapter.java', 'bug-1222/app/src/main/java/org/gnucash/android/model/Recurrence.java', 'bug-1222/app/src/main/java/org/gnucash/android/ui/util/RecurrenceParser.java']","[53, 93, 114]"
1428,108,"[1, 12, 17, 22, 28, 31, 37, 53, 61, 64]","['bug-1428/app/src/main/java/com/easyfitness/bodymeasures/BodyPartDetailsFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/fonte/FonteGraphFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/DAO/bodymeasures/BodyPart.java', 'bug-1428/app/src/main/java/com/easyfitness/ValueEditorDialogbox.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineArrayFullAdapter.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineDetailsFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/DAO/bodymeasures/BodyPartExtensions.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineCursorAdapter.java', 'bug-1428/app/src/main/java/com/easyfitness/graph/DateGraph.java']","[1, 12, 17, 22, 28, 31, 37, 53, 61, 64]"
