Bug_Id,File,Filenames_Store_File,Stored
110,com/poupa/vinylmusicplayer/provider/Discography.java,../data/FilteringBoostingFileNames-round5/Screen-4/Corpus-All_Java_Files/Boosting-GUI_States/Match_Query_File_List.csv,NotExist
110,com/poupa/vinylmusicplayer/provider/Discography.java,../data/FilteringBoostingFileNames-round5/Screen-4/Corpus-All_Java_Files/Boosting-GUI_States/Not_Match_Query_File_List.csv,Exist
