Bug_Id,File,Filenames_Store_File,Stored
1645,com/german_software_engineers/trainerapp/ExerciseDialog.java,../data/FilteringBoostingFileNames-round5/Screen-2/Corpus-GUI_States/Files_In_Corpus.csv,NotExist
