bugID,filename,rank,score
53,net.gsantner.markor.ui.SearchOrCustomTextDialogCreator.java,0,0.8
53,net.gsantner.markor.activity.MainActivity.java,1,0.64995426
53,net.gsantner.markor.format.todotxt.TodoTxtHighlighter.java,2,0.5409929
53,net.gsantner.markor.App.java,3,0.52794284
53,net.gsantner.markor.format.TextFormat.java,4,0.5048463
53,net.gsantner.opoc.ui.FilesystemViewerFragment.java,5,0.44002435
53,net.gsantner.markor.activity.openeditor.OpenEditorTodoActivity.java,6,0.426538
53,net.gsantner.opoc.format.todotxt.TodoTxtFileRecognitionTests.java,7,0.42271635
53,net.gsantner.markor.format.markdown.MarkdownTextConverter.java,8,0.40781674
53,net.gsantner.markor.util.AppSettings.java,9,0.40714502
53,other.writeily.format.markdown.WrMarkdownHeaderSpanCreator.java,10,0.39250883
53,net.gsantner.opoc.util.ContextUtils.java,11,0.34044915
53,other.so.AndroidBug5497Workaround.java,12,0.33439255
53,net.gsantner.markor.format.todotxt.TodoTxtTextActions.java,13,0.33302063
53,net.gsantner.markor.activity.DocumentEditFragment.java,14,0.32966465
53,net.gsantner.markor.format.markdown.MarkdownTextActions.java,15,0.328564
53,net.gsantner.markor.util.ContextUtils.java,16,0.32721457
53,net.gsantner.markor.format.todotxt.TodoTxtTextConverter.java,17,0.32057285
53,net.gsantner.markor.activity.DocumentShareIntoFragment.java,18,0.3170124
53,net.gsantner.opoc.activity.GsFragmentBase.java,19,0.31330356
53,net.gsantner.opoc.util.ShareUtil.java,20,0.31190875
53,net.gsantner.markor.format.markdown.MarkdownHighlighter.java,21,0.2848358
53,net.gsantner.opoc.util.ActivityUtils.java,22,0.2707936
53,net.gsantner.markor.format.TextConverter.java,23,0.25833827
53,net.gsantner.markor.activity.SettingsActivity.java,24,0.25510147
53,net.gsantner.opoc.util.FileUtils.java,25,0.24503486
53,net.gsantner.markor.format.plaintext.PlaintextConverter.java,26,0.23789418
53,net.gsantner.opoc.format.todotxt.SttCommander.java,27,0.2374045
53,net.gsantner.markor.activity.MoreInfoFragment.java,28,0.23717628
53,other.writeily.widget.WrFilesWidgetFactory.java,29,0.2326719
53,net.gsantner.markor.util.DocumentIO.java,30,0.23248486
53,net.gsantner.opoc.util.TextViewUndoRedo.java,31,0.22374463
53,net.gsantner.markor.ui.NewFileDialog.java,32,0.22185753
53,other.de.stanetz.jpencconverter.PasswordStore.java,33,0.21987581
53,other.writeily.MarkdownHighlighterPatternTest.java,34,0.21868101
53,other.com.flask.colorpicker.ColorPickerPreference.java,35,0.21319602
53,net.gsantner.markor.model.Document.java,36,0.2108955
53,net.gsantner.markor.format.markdown.MarkdownHighlighterPatternOrderedListTest.java,37,0.2065626
53,net.gsantner.markor.activity.IntroActivity.java,38,0.20651956
53,net.gsantner.markor.activity.ActionOrderActivity.java,39,0.19804858
53,other.writeily.ui.WrFilesystemListAdapter.java,40,0.19290206
53,net.gsantner.markor.format.todotxt.TodoTxtAutoFormat.java,41,0.18667857
53,net.gsantner.markor.ui.hleditor.Highlighter.java,42,0.18254107
53,other.writeily.widget.WrMarkorWidgetProvider.java,43,0.1819282
53,net.gsantner.markor.activity.DocumentActivity.java,44,0.18000391
53,net.gsantner.opoc.preference.GsPreferenceFragmentCompat.java,45,0.1753751
53,net.gsantner.opoc.activity.GsActivityBase.java,46,0.17414163
53,net.gsantner.opoc.ui.FilesystemViewerAdapter.java,47,0.17256449
53,net.gsantner.markor.format.general.BackgroundParagraphSpan.java,48,0.1669737
53,net.gsantner.markor.activity.openeditor.OpenEditorQuickNoteActivity.java,49,0.16413128
53,net.gsantner.markor.util.MarkorWebViewClient.java,50,0.16064058
53,net.gsantner.opoc.format.markdown.SimpleMarkdownParser.java,51,0.15713906
53,net.gsantner.markor.util.ShareUtil.java,52,0.1464848
53,net.gsantner.markor.format.todotxt.TodoTxtHighlighterColors.java,53,0.13494194
