Bug_Id,File,Filenames_Store_File,Stored
53,net/gsantner/opoc/util/AndroidSupportMeWrapper.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/App.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/ActionOrderActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/AppActivityBase.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/DocumentActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/DocumentEditFragment.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/DocumentRelayActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/DocumentShareIntoFragment.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/IntroActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/MainActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/MoreFragment.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/MoreInfoFragment.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/SettingsActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/openeditor/OpenEditorActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/openeditor/OpenEditorQuickNoteActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/activity/openeditor/OpenEditorTodoActivity.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/TextConverter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/TextFormat.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/BackgroundParagraphSpan.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/ColorUnderlineSpan.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/CommonTextActions.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/DatetimeFormatDialog.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/FilledBackgroundParagraphSpan.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/FirstLineTopPaddedParagraphSpan.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/HexColorCodeUnderlineSpan.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/general/HorizontalLineBackgroundParagraphSpan.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/keyvalue/KeyValueConverter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/keyvalue/KeyValueHighlighter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/markdown/ListHandler.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/markdown/MarkdownAutoFormat.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/markdown/MarkdownHighlighter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/markdown/MarkdownHighlighterPattern.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/markdown/MarkdownTextActions.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/markdown/MarkdownTextConverter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/plaintext/PlaintextConverter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/plaintext/PlaintextHighlighter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/plaintext/PlaintextTextActions.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/todotxt/TodoTxtAutoFormat.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/todotxt/TodoTxtHighlighter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/todotxt/TodoTxtHighlighterColors.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/todotxt/TodoTxtHighlighterPattern.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/todotxt/TodoTxtTextActions.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/format/todotxt/TodoTxtTextConverter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/model/Document.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/AttachImageOrLinkDialog.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/DraggableScrollbarScrollView.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/DraggableScrollbarWebView.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/FileInfoDialog.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/FilesystemViewerCreator.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/NewFileDialog.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/SearchOrCustomTextDialogCreator.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/hleditor/Highlighter.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/hleditor/HighlightingEditor.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/hleditor/SpanCreator.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/ui/hleditor/TextActions.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/ActivityUtils.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/AppCast.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/AppSettings.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/ContextUtils.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/DocumentIO.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/MarkorWebViewClient.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/PermissionChecker.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/ShareUtil.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/markor/util/ShortcutUtils.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/opoc/activity/GsActivityBase.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
53,net/gsantner/opoc/activity/GsFragmentBase.java,../data/FilteringBoostingFileNames/Screen-4/Corpus-All_Java_Files/Files_In_Corpus.csv,Exist
