Bug Report ID,#Files (.java),Ranks,Ranked Buggy Files,Ranks (Unsorted)
11,45,"[5, 6, 10, 14, 19, 21, 25]","['bug-11/app/src/main/java/com/droidheat/musicplayer/HomeFragment.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/QueueFragment.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/MusicDockFragment.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/SplashActivity.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/MusicPlayback.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/SongsManager.java', 'bug-11/app/src/main/java/com/droidheat/musicplayer/PlayActivity.java']","[5, 6, 10, 14, 19, 21, 25]"
55,55,"[1, 4]","['bug-55/app/src/main/java/com/fieldbook/tracker/traits/CategoricalTraitLayout.java', 'bug-55/app/src/main/java/com/fieldbook/tracker/traits/MultiCatTraitLayout.java']","[1, 4]"
56,58,[1],['bug-56/app/src/main/java/com/fieldbook/tracker/traits/LabelPrintTraitLayout.java'],[1]
227,98,"[2, 5, 10, 16, 19]","['bug-227/app/src/main/java/org/gnucash/android/ui/transaction/SplitEditorFragment.java', 'bug-227/app/src/main/java/org/gnucash/android/ui/transaction/TransactionFormFragment.java', 'bug-227/app/src/main/java/org/gnucash/android/model/Transaction.java', 'bug-227/app/src/main/java/org/gnucash/android/receivers/TransactionRecorder.java', 'bug-227/app/src/main/java/org/gnucash/android/db/adapter/AccountsDbAdapter.java']","[2, 5, 10, 16, 19]"
1213,35,"[1, 2, 4]","['bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Preferences/CredentialsPreference.java', 'bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Preferences/PasswordEncryptedPreference.java', 'bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Dialogs/PasswordEntryDialog.java']","[1, 2, 4]"
1222,98,"[24, 44]","['bug-1222/app/src/main/java/org/gnucash/android/model/Recurrence.java', 'bug-1222/app/src/main/java/org/gnucash/android/ui/util/RecurrenceParser.java']","[24, 44]"
1428,70,"[7, 15, 21, 23, 26, 32, 39, 51, 54]","['bug-1428/app/src/main/java/com/easyfitness/bodymeasures/BodyPartDetailsFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/fonte/FonteGraphFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/DAO/bodymeasures/BodyPart.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineDetailsFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineArrayFullAdapter.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineFragment.java', 'bug-1428/app/src/main/java/com/easyfitness/machines/MachineCursorAdapter.java', 'bug-1428/app/src/main/java/com/easyfitness/ValueEditorDialogbox.java', 'bug-1428/app/src/main/java/com/easyfitness/graph/DateGraph.java']","[7, 15, 21, 23, 26, 32, 39, 51, 54]"
