bugID,filename,rank,score
53,net.gsantner.markor.activity.MainActivity.java,0,0.8
53,net.gsantner.markor.activity.DocumentEditFragment.java,1,0.5226628
53,net.gsantner.markor.util.AppSettings.java,2,0.49562103
53,net.gsantner.opoc.ui.FilesystemViewerFragment.java,3,0.49463817
53,net.gsantner.opoc.ui.FilesystemViewerDialog.java,4,0.40377322
53,net.gsantner.markor.activity.SettingsActivity.java,5,0.39293796
53,net.gsantner.markor.activity.DocumentShareIntoFragment.java,6,0.3740314
53,net.gsantner.markor.ui.SearchOrCustomTextDialogCreator.java,7,0.3717621
53,net.gsantner.markor.activity.DocumentActivity.java,8,0.33352908
53,net.gsantner.opoc.ui.FilesystemViewerData.java,9,0.30281636
53,net.gsantner.markor.ui.hleditor.TextActions.java,10,0.2928296
53,net.gsantner.opoc.util.ActivityUtils.java,11,0.26716217
53,net.gsantner.opoc.ui.FilesystemViewerAdapter.java,12,0.25220105
53,net.gsantner.markor.format.todotxt.TodoTxtTextActions.java,13,0.24772544
53,net.gsantner.markor.format.TextFormat.java,14,0.24648765
53,net.gsantner.opoc.util.TextViewUndoRedo.java,15,0.2455939
53,other.writeily.widget.WrMarkorWidgetProvider.java,16,0.23982616
53,net.gsantner.markor.format.markdown.MarkdownTextActions.java,17,0.23139422
53,net.gsantner.opoc.util.ShareUtil.java,18,0.23137407
53,net.gsantner.opoc.activity.GsActivityBase.java,19,0.23016894
53,net.gsantner.markor.activity.IntroActivity.java,20,0.22742772
53,net.gsantner.markor.util.MarkorWebViewClient.java,21,0.22341111
53,other.writeily.ui.WrRenameDialog.java,22,0.21387763
53,net.gsantner.markor.activity.ActionOrderActivity.java,23,0.21370311
53,net.gsantner.markor.App.java,24,0.21340299
53,net.gsantner.markor.format.todotxt.TodoTxtHighlighter.java,25,0.2097944
53,net.gsantner.opoc.util.ContextUtils.java,26,0.20952857
53,net.gsantner.opoc.ui.SearchOrCustomTextDialog.java,27,0.2057247
53,other.writeily.ui.WrFilesystemListAdapter.java,28,0.20208101
53,net.gsantner.markor.activity.AppActivityBase.java,29,0.19767354
53,net.gsantner.opoc.preference.GsPreferenceFragmentCompat.java,30,0.18325506
53,net.gsantner.markor.format.markdown.MarkdownTextConverter.java,31,0.18312031
53,other.writeily.widget.WrWidgetConfigure.java,32,0.17207874
53,net.gsantner.opoc.activity.GsFragmentBase.java,33,0.16918644
53,net.gsantner.markor.ui.NewFileDialog.java,34,0.16856818
53,net.gsantner.markor.ui.FileInfoDialog.java,35,0.16644973
53,net.gsantner.markor.ui.FilesystemViewerCreator.java,36,0.16145866
53,net.gsantner.markor.format.general.CommonTextActions.java,37,0.15999563
53,net.gsantner.markor.util.DocumentIO.java,38,0.15589447
53,net.gsantner.markor.ui.hleditor.Highlighter.java,39,0.15255533
53,net.gsantner.markor.activity.openeditor.OpenEditorActivity.java,40,0.14697096
53,net.gsantner.markor.activity.openeditor.OpenEditorTodoActivity.java,41,0.1442418
53,net.gsantner.markor.format.markdown.MarkdownHighlighter.java,42,0.14391969
53,net.gsantner.markor.format.plaintext.PlaintextTextActions.java,43,0.1429804
53,net.gsantner.opoc.util.CoolExperimentalStuff.java,44,0.13462958
53,other.com.flask.colorpicker.ColorPickerPreference.java,45,0.13371997
53,net.gsantner.markor.activity.MoreFragment.java,46,0.13175307
53,net.gsantner.markor.format.todotxt.TodoTxtTextConverter.java,47,0.12853917
53,net.gsantner.markor.ui.AttachImageOrLinkDialog.java,48,0.12659107
53,net.gsantner.markor.activity.MoreInfoFragment.java,49,0.12484167
53,other.writeily.widget.WrFilesWidgetFactory.java,50,0.122146964
53,net.gsantner.markor.util.ShortcutUtils.java,51,0.12191125
53,other.so.AndroidBug5497Workaround.java,52,0.11995794
53,net.gsantner.markor.activity.openeditor.OpenEditorQuickNoteActivity.java,53,0.117800914
53,net.gsantner.markor.format.TextConverter.java,54,0.11543089
53,net.gsantner.markor.model.Document.java,55,0.1150577
53,other.writeily.format.markdown.WrMarkdownHeaderSpanCreator.java,56,0.11496253
53,net.gsantner.markor.format.plaintext.PlaintextConverter.java,57,0.11128936
53,net.gsantner.opoc.format.todotxt.SttCommander.java,58,0.10527442
53,net.gsantner.markor.ui.DraggableScrollbarScrollView.java,59,0.10132369
53,net.gsantner.markor.format.markdown.MarkdownAutoFormat.java,60,0.09975974
53,net.gsantner.markor.util.ContextUtils.java,61,0.09856473
53,net.gsantner.markor.ui.DraggableScrollbarWebView.java,62,0.0984307
53,net.gsantner.opoc.format.todotxt.TodoTxtFileRecognitionTests.java,63,0.09755148
53,net.gsantner.opoc.util.FileUtils.java,64,0.09705623
53,other.writeily.ui.WrConfirmDialog.java,65,0.09413185
53,net.gsantner.markor.util.ShareUtil.java,66,0.091676794
53,net.gsantner.markor.model.DocumentTest.java,67,0.09115042
53,net.gsantner.opoc.ui.MenuItemIdDummy.java,68,0.090290375
