Bug_Id,File,Filenames_Store_File,Stored
1146,com/android/gpstest/GpsStatusFragment.java,../data/FilteringBoostingFileNames-round5/Screen-4/Corpus-All_Java_Files/Boosting-All_GUI_Component_IDs/Match_Query_File_List.csv,Exist
1146,com/android/gpstest/GpsStatusFragment.java,../data/FilteringBoostingFileNames-round5/Screen-4/Corpus-All_Java_Files/Boosting-All_GUI_Component_IDs/Not_Match_Query_File_List.csv,NotExist
