Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List
Boosting,NO,GUI_States,None,None,2,8.30379746835443,79,141,0.3625,0.7125,0.7875,63,0.6208333333333332,0.825,0.875,0.7125,0.5132027489179384,0.4467478462255891,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,None,None,3,8.379746835443038,79,141,0.3375,0.725,0.7875,63,0.6166666666666667,0.825,0.875,0.71,0.4905837012988908,0.4349567612677756,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,None,None,4,8.050632911392405,79,141,0.35,0.7375,0.8,64,0.6291666666666667,0.8375,0.8875,0.7224999999999999,0.49581807629889074,0.44110650888639125,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,Interacted_GUI_Component_IDs,None,None,2,10.481012658227849,79,141,0.3375,0.575,0.7,56,0.5375,0.75,0.825,0.6375,0.4592204588251335,0.3993708003728971,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,Interacted_GUI_Component_IDs,None,None,3,9.594936708860759,79,141,0.3375,0.625,0.7375,59,0.5666666666666668,0.8,0.8375,0.6675,0.47209108460224697,0.4208773647013885,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,Interacted_GUI_Component_IDs,None,None,4,9.49367088607595,79,141,0.35,0.6125,0.75,60,0.5708333333333333,0.8125,0.85,0.675,0.47403439651199114,0.41915656369753423,"['2', '18', '19', '53', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,9.139240506329115,79,141,0.3375,0.65,0.7625,61,0.5833333333333334,0.8125,0.8625,0.6849999999999999,0.4702360532228619,0.41403992462487854,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,8.670886075949367,79,141,0.35,0.6625,0.7875,63,0.6,0.8375,0.8625,0.7,0.48736973803887834,0.4461328223046738,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,9.075949367088608,79,141,0.35,0.6125,0.7875,63,0.5833333333333334,0.8375,0.8625,0.6900000000000001,0.47604650653182323,0.4289864756101963,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,All_GUI_Component_IDs,None,None,2,8.873417721518987,79,141,0.4,0.6375,0.7125,57,0.5833333333333334,0.7875,0.8625,0.68,0.5171271263233379,0.4305940852667895,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,All_GUI_Component_IDs,None,None,3,8.721518987341772,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.7875,0.8625,0.6849999999999999,0.5189240339570054,0.4283910693526426,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,All_GUI_Component_IDs,None,None,4,8.79746835443038,79,141,0.4,0.6375,0.725,58,0.5875,0.7875,0.8625,0.6825000000000001,0.5182008530283448,0.427935824310529,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,None,2,8.886075949367088,79,141,0.4,0.6375,0.7125,57,0.5833333333333334,0.7875,0.85,0.6775,0.5170973644185759,0.4301674979652022,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,None,3,8.734177215189874,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.7875,0.85,0.6825,0.5188942720522434,0.4279644820510553,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,None,4,8.810126582278482,79,141,0.4,0.6375,0.725,58,0.5875,0.7875,0.85,0.68,0.5181710911235831,0.42981984306954785,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_States,GUI_States,None,2,8.746835443037975,79,141,0.375,0.7125,0.7875,63,0.625,0.825,0.875,0.7150000000000001,0.5175274931700812,0.4514519560344632,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,GUI_States,None,3,8.835443037974683,79,141,0.35,0.725,0.7875,63,0.6208333333333332,0.825,0.875,0.7125,0.4949067355647133,0.44050690642970436,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,GUI_States,None,4,8.582278481012658,79,141,0.3625,0.7375,0.8,64,0.6333333333333334,0.8375,0.8875,0.725,0.4979854392684171,0.4457784193208337,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,Interacted_GUI_Component_IDs,GUI_States,None,2,10.60759493670886,79,141,0.3375,0.5625,0.7125,57,0.5375,0.7625,0.8375,0.6425,0.4577569233377735,0.4021377900740507,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,Interacted_GUI_Component_IDs,GUI_States,None,3,9.974683544303797,79,141,0.3625,0.6125,0.725,58,0.5666666666666668,0.8,0.8625,0.6725,0.48452691746986903,0.43042797487741025,"['2', '18', '19', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,Interacted_GUI_Component_IDs,GUI_States,None,4,9.886075949367088,79,141,0.3625,0.6,0.725,58,0.5625,0.8125,0.875,0.675,0.47980846229872187,0.42557759451183613,"['2', '18', '19', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,9.582278481012658,79,141,0.3375,0.65,0.7625,61,0.5833333333333334,0.8125,0.8625,0.6849999999999999,0.4691898886759021,0.41295978584159754,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,3,9.113924050632912,79,141,0.35,0.6625,0.7875,63,0.6,0.8375,0.875,0.7024999999999999,0.4822085781466135,0.44183508560043094,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,4,9.569620253164556,79,141,0.35,0.6125,0.775,62,0.5791666666666667,0.8375,0.875,0.6900000000000001,0.4703142318086696,0.4246709670672205,"['8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,All_GUI_Component_IDs,GUI_States,None,2,8.962025316455696,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.8,0.8875,0.6925000000000001,0.5160244175490403,0.4306818669220499,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,All_GUI_Component_IDs,GUI_States,None,3,8.683544303797468,79,141,0.4,0.675,0.725,58,0.6000000000000001,0.8125,0.8875,0.7,0.5243094887381804,0.4334408046345953,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,All_GUI_Component_IDs,GUI_States,None,4,8.746835443037975,79,141,0.4,0.6625,0.7125,57,0.5916666666666667,0.8125,0.8875,0.695,0.5235904697389261,0.43270295316762725,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,2,8.987341772151899,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.8,0.875,0.6900000000000001,0.5159617609074362,0.43022238488362047,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,3,8.721518987341772,79,141,0.4,0.675,0.725,58,0.6000000000000001,0.8125,0.875,0.6975,0.5242290258287701,0.4329635163283596,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,4,8.784810126582279,79,141,0.4,0.6625,0.7125,57,0.5916666666666667,0.8125,0.875,0.6925,0.5235100068295158,0.43620293758866435,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_States,Interacted_GUI_Component_IDs,None,2,8.455696202531646,79,141,0.3375,0.7125,0.7875,63,0.6124999999999999,0.825,0.85,0.7024999999999999,0.5000617445386573,0.4349586743033244,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,Interacted_GUI_Component_IDs,None,3,8.531645569620252,79,141,0.3125,0.7375,0.7875,63,0.6124999999999999,0.8375,0.85,0.705,0.479041665408314,0.42466165854592414,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,Interacted_GUI_Component_IDs,None,4,8.367088607594937,79,141,0.3375,0.7375,0.8,64,0.6250000000000001,0.85,0.875,0.72,0.49124993752538837,0.4321493440787725,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,10.556962025316455,79,141,0.3375,0.575,0.7,56,0.5375,0.75,0.8125,0.635,0.4587968868056304,0.3993577452159315,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,9.759493670886076,79,141,0.3375,0.6375,0.7375,59,0.5708333333333333,0.8,0.8375,0.67,0.4740607088542572,0.42305717323389713,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,9.873417721518987,79,141,0.35,0.625,0.7375,59,0.5708333333333333,0.8125,0.85,0.675,0.4752237174787597,0.42121173814519575,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,9.405063291139241,79,141,0.325,0.65,0.7625,61,0.5791666666666667,0.8125,0.8375,0.6775,0.46329748199193527,0.4083663869573223,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,8.924050632911392,79,141,0.3375,0.675,0.7875,63,0.6000000000000001,0.8375,0.85,0.6975,0.4811048213295656,0.4417573369097484,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,9.417721518987342,79,141,0.35,0.625,0.775,62,0.5833333333333334,0.8375,0.8625,0.6900000000000001,0.47727899633046694,0.4316564182019388,"['8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,8.784810126582279,79,141,0.4125,0.6375,0.7125,57,0.5874999999999999,0.7625,0.8875,0.6824999999999999,0.5265565217161957,0.4356258602605535,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,8.405063291139241,79,141,0.4375,0.6625,0.725,58,0.6083333333333334,0.775,0.8875,0.6975,0.544656026215909,0.4522305471069874,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,8.620253164556962,79,141,0.4125,0.65,0.725,58,0.5958333333333333,0.775,0.875,0.6875,0.531266760521593,0.44332539419659084,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,8.79746835443038,79,141,0.4125,0.6375,0.7125,57,0.5874999999999999,0.7625,0.875,0.6799999999999999,0.5265267598114338,0.43519927295896615,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']"
