Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,4,5.5,52,65,0.3,0.5625,0.5875,47,0.4833333333333334,0.6125,0.625,0.5375,0.39020483366271413,0.3494698636206789,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,2,22.428571428571427,77,126,0.0875,0.375,0.5375,43,0.3333333333333333,0.625,0.65,0.45499999999999996,0.222458940019194,0.18624230812047043,"['18', '19', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1430', '1481', '158', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '193', '1089', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,3,20.050632911392405,79,129,0.125,0.4625,0.6125,49,0.4000000000000001,0.625,0.675,0.5,0.28592074797381767,0.25895071883941145,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '1213', '1428', '84', '193', '275', '1089', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,4,19.875,80,130,0.1625,0.45,0.65,52,0.4208333333333334,0.675,0.7125,0.53,0.30870545336177146,0.2805120552502358,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,2,22.454545454545453,77,126,0.0875,0.375,0.5375,43,0.3333333333333333,0.625,0.65,0.45499999999999996,0.22243206803851767,0.18621314083761525,"['18', '19', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1430', '1481', '158', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '193', '1089', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,3,20.063291139240505,79,129,0.125,0.4625,0.6125,49,0.4000000000000001,0.625,0.675,0.5,0.2858960444165054,0.2589260152820992,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '1213', '1428', '84', '193', '275', '1089', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,4,19.875,80,131,0.1625,0.45,0.65,52,0.4208333333333334,0.675,0.7125,0.53,0.30870545336177146,0.28301205525023587,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering,GUI_States,NO,None,All_GUI_Component_IDs,2,1.40625,32,33,0.25,0.4,0.4,32,0.35000000000000003,0.4,0.4,0.37,0.32291666666666663,0.2611458333333333,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,None,All_GUI_Component_IDs,3,1.6176470588235294,34,35,0.25,0.425,0.425,34,0.3666666666666667,0.425,0.425,0.39,0.325,0.25121279761904763,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,None,All_GUI_Component_IDs,4,1.8055555555555556,36,38,0.2,0.45,0.45,36,0.3666666666666667,0.45,0.45,0.4,0.30833333333333335,0.250327380952381,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,2,10.333333333333334,18,18,0.1375,0.1875,0.1875,15,0.1708333333333333,0.1875,0.2,0.18,0.16359148712676558,0.13764654665057513,"['18', '19', '206', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,7.090909090909091,33,43,0.2375,0.35,0.3625,29,0.31666666666666665,0.375,0.375,0.33999999999999997,0.2902613636363636,0.24992902236652234,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,7.138888888888889,36,46,0.2125,0.3625,0.3875,31,0.3208333333333333,0.4,0.4125,0.355,0.28567646329365076,0.25048177083333334,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,2,6.027027027027027,37,38,0.225,0.425,0.425,34,0.35833333333333334,0.425,0.4375,0.3875,0.316675637453563,0.2547931969773725,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,5.58,50,62,0.275,0.5375,0.575,46,0.46249999999999997,0.5875,0.5875,0.5125,0.39745833333333336,0.3405039682539683,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,5.8076923076923075,52,65,0.25,0.55,0.5875,47,0.4625000000000001,0.6,0.6125,0.5200000000000001,0.38184633508852256,0.3355876545329671,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,2,18.325,80,129,0.25,0.6,0.7125,57,0.5208333333333334,0.7625,0.775,0.62,0.4130035270251103,0.35055638429643665,"['2', '8', '18', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,17.9375,80,130,0.2125,0.5875,0.725,58,0.5083333333333333,0.775,0.775,0.615,0.39174773841193444,0.33088051967274484,"['2', '8', '18', '117', '128', '129', '130', '135', '191', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,17.9375,80,130,0.1875,0.6,0.675,54,0.4875,0.775,0.775,0.6024999999999999,0.36889297213852756,0.3244708631990036,"['2', '8', '18', '117', '128', '129', '130', '135', '191', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1563', '1568', '11', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,2,18.325,80,129,0.25,0.6,0.7125,57,0.5208333333333334,0.7625,0.775,0.62,0.4130035270251103,0.35050430096310337,"['2', '8', '18', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,17.9375,80,130,0.2125,0.5875,0.725,58,0.5083333333333333,0.775,0.775,0.615,0.39174773841193444,0.3308284363394115,"['2', '8', '18', '117', '128', '129', '130', '135', '191', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,17.9125,80,131,0.1875,0.6,0.675,54,0.4875,0.775,0.775,0.6024999999999999,0.37201797213852755,0.3284812798656703,"['2', '8', '18', '117', '128', '129', '130', '135', '191', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1563', '1568', '11', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_States,NO,None,GUI_State_and_All_GUI_Component_IDs,2,1.375,32,33,0.2625,0.4,0.4,32,0.3541666666666667,0.4,0.4,0.37249999999999994,0.32916666666666666,0.26375000000000004,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,None,GUI_State_and_All_GUI_Component_IDs,3,1.5294117647058822,34,35,0.2625,0.425,0.425,34,0.37083333333333335,0.425,0.425,0.3925,0.334375,0.25511904761904763,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,None,GUI_State_and_All_GUI_Component_IDs,4,1.6666666666666667,36,38,0.2375,0.45,0.45,36,0.37916666666666665,0.45,0.45,0.40750000000000003,0.3302083333333333,0.25980654761904765,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,10.11111111111111,18,18,0.15,0.1875,0.2,16,0.1791666666666667,0.2,0.2,0.1875,0.16839686761229317,0.14245936761229314,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,6.9393939393939394,33,43,0.2625,0.3625,0.3625,29,0.32916666666666666,0.375,0.375,0.34750000000000003,0.30535783325869537,0.25867145360625965,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,7.055555555555555,36,46,0.225,0.375,0.3875,31,0.32916666666666666,0.4,0.4125,0.36000000000000004,0.2950625510620915,0.25262827526844067,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,5.837837837837838,37,38,0.2625,0.425,0.4375,35,0.375,0.4375,0.4375,0.4,0.3359663120567376,0.27044547872340424,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,5.38,50,62,0.3125,0.575,0.575,46,0.4875,0.5875,0.5875,0.5275,0.42088813628899835,0.35171663758894367,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,5.673076923076923,52,65,0.275,0.575,0.5875,47,0.4791666666666667,0.6,0.6125,0.53,0.4000171450791855,0.3399655932084372,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,17.6625,80,129,0.3,0.6375,0.7375,59,0.5583333333333333,0.775,0.8125,0.6525000000000001,0.4457486692522199,0.3798543815685404,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,16.5,80,130,0.2625,0.675,0.7625,61,0.5666666666666667,0.7875,0.825,0.6625,0.43676885441057445,0.36493692889672974,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,16.425,80,130,0.225,0.625,0.7125,57,0.5208333333333334,0.8,0.825,0.6375,0.4089384269466958,0.35495675885510697,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1563', '1568', '11', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,17.675,80,129,0.3,0.6375,0.7375,59,0.5583333333333333,0.775,0.8125,0.6525000000000001,0.4436653359188865,0.37871801793217674,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,16.5125,80,130,0.2625,0.675,0.7625,61,0.5666666666666667,0.7875,0.825,0.6625,0.4346855210772412,0.3638005652603661,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,16.4125,80,131,0.2375,0.625,0.7125,57,0.525,0.8,0.825,0.64,0.4151884269466958,0.36111206188541,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1563', '1568', '11', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Boosting,NO,GUI_States,None,None,2,13.975,80,142,0.3125,0.7,0.775,62,0.5958333333333333,0.8,0.8125,0.68,0.47389595159113734,0.428704416809577,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,None,None,3,13.95,80,142,0.3125,0.7125,0.775,62,0.6,0.8,0.8125,0.6824999999999999,0.47422333254351834,0.4182746883448779,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_States,None,None,4,13.825,80,142,0.3125,0.725,0.7875,63,0.6083333333333334,0.8,0.8125,0.6875,0.4782411896863755,0.42504195165274383,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,Interacted_GUI_Component_IDs,None,None,2,14.625,80,142,0.2125,0.6,0.6875,55,0.5,0.7375,0.7625,0.6,0.3657319380963575,0.33646724360270336,"['18', '19', '53', '117', '128', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '199', '200', '1198', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,Interacted_GUI_Component_IDs,None,None,3,13.525,80,142,0.2625,0.6,0.7125,57,0.525,0.7625,0.7875,0.6250000000000001,0.4121822952916842,0.385577579402146,"['18', '19', '53', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1406', '45', '1640', '1150']"
Boosting,NO,Interacted_GUI_Component_IDs,None,None,4,13.6875,80,142,0.275,0.6,0.7,56,0.525,0.7625,0.775,0.6224999999999999,0.41828854411532435,0.3846408630514996,"['18', '19', '53', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1406', '45', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,13.6375,80,142,0.3,0.6375,0.75,60,0.5625,0.775,0.7875,0.65,0.44800454493715447,0.40871195782057457,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,12.725,80,142,0.325,0.65,0.775,62,0.5833333333333334,0.7875,0.8,0.6675000000000001,0.47973493063572403,0.4478588049839994,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '45', '1640', '1150']"
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,12.9125,80,142,0.3,0.625,0.7625,61,0.5625,0.7875,0.7875,0.6525000000000001,0.46717753797131073,0.43441626878942524,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Boosting,NO,All_GUI_Component_IDs,None,None,2,13.1125,80,142,0.15,0.6375,0.7,56,0.4958333333333333,0.7625,0.8,0.61,0.3436616783333234,0.3071065479663583,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Boosting,NO,All_GUI_Component_IDs,None,None,3,13.275,80,142,0.15,0.6375,0.7,56,0.4958333333333333,0.7625,0.8,0.61,0.3472929401485488,0.30882625215687,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Boosting,NO,All_GUI_Component_IDs,None,None,4,13.2875,80,142,0.15,0.6375,0.7,56,0.4958333333333333,0.7625,0.8,0.61,0.3472922281412578,0.3088203121374839,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
