Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,19.25,72,120,0.2625,0.4625,0.5375,43,0.4208333333333334,0.5625,0.6375,0.49250000000000005,0.3588080837464235,0.32306554010790456,"['2', '18', '19', '44', '128', '129', '135', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '76', '160', '162', '192', '199', '200', '1198', '1389', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1402', '201', '1641', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,15.972222222222221,72,120,0.3375,0.575,0.625,50,0.5125000000000001,0.625,0.675,0.5675000000000001,0.4364434491805449,0.3830004886784941,"['2', '8', '18', '19', '44', '53', '128', '129', '130', '135', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '76', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,24.416666666666668,72,120,0.0875,0.4125,0.4875,39,0.32916666666666666,0.5125,0.5875,0.4175,0.2144516519557329,0.17110344872184108,"['2', '10', '19', '44', '128', '129', '135', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '76', '160', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '193', '275', '1402', '201', '1641', '1147', '1151', '1223', '1645', '110', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,4,17.064935064935064,77,128,0.325,0.5875,0.6625,53,0.525,0.7,0.7375,0.6025,0.44193379998296145,0.37828238624427046,"['2', '8', '18', '19', '44', '53', '117', '128', '129', '130', '135', '206', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,18.974025974025974,77,128,0.25,0.4625,0.575,46,0.4291666666666667,0.6375,0.675,0.52,0.3534919789677426,0.31904600443223574,"['2', '18', '19', '44', '117', '128', '129', '135', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '76', '160', '162', '192', '199', '200', '1198', '1389', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1402', '201', '1641', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,16.363636363636363,77,128,0.35,0.575,0.6375,51,0.5208333333333334,0.6875,0.7125,0.5925,0.4473294914377986,0.3882271085429217,"['2', '8', '18', '19', '44', '117', '128', '129', '130', '135', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '76', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,23.844155844155843,77,128,0.1125,0.4,0.5,40,0.3375000000000001,0.5625,0.6375,0.44250000000000006,0.23285153643458312,0.1862456991406917,"['2', '10', '18', '19', '44', '117', '128', '129', '135', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '160', '192', '199', '200', '1198', '1389', '1563', '1568', '11', '227', '1213', '1428', '193', '275', '1402', '1641', '1147', '1151', '1223', '1645', '110', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,5.351351351351352,37,38,0.2375,0.425,0.425,34,0.3625,0.425,0.4375,0.39,0.32408740942028985,0.2800211352657005,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,6.378378378378378,37,38,0.225,0.375,0.4125,33,0.33749999999999997,0.425,0.4375,0.375,0.29913949275362317,0.24951766304347825,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,4.6,50,62,0.3,0.575,0.5875,47,0.4875,0.5875,0.6,0.53,0.4077800114611062,0.3659568154089699,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,5.1,50,62,0.2875,0.525,0.5875,47,0.4666666666666666,0.6,0.6,0.52,0.38213269003253475,0.34082488384846693,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,4.846153846153846,52,65,0.275,0.6,0.6125,49,0.49583333333333335,0.625,0.625,0.5475,0.39879858366271415,0.35963084846916366,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,5.75,52,65,0.3,0.525,0.6,48,0.4749999999999999,0.625,0.625,0.5349999999999999,0.3895669819311124,0.34708839774032907,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,20.194805194805195,77,126,0.2625,0.5125,0.625,50,0.4666666666666666,0.6625,0.6875,0.55,0.3938348332365194,0.34049468943303396,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,20.506493506493506,77,126,0.2125,0.4375,0.55,44,0.4000000000000001,0.625,0.6625,0.49750000000000005,0.3171053415969437,0.26496645417258224,"['18', '19', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '158', '162', '199', '200', '1198', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '159', '193', '1089', '1130', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,18.935064935064936,77,126,0.2375,0.5125,0.625,50,0.4583333333333333,0.6625,0.7,0.5475,0.3735387294030137,0.3219697824548428,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '158', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '159', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,18.21518987341772,79,129,0.2625,0.5875,0.675,54,0.5083333333333334,0.6875,0.7125,0.5850000000000001,0.4066705190360887,0.36571884307628566,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,17.39240506329114,79,129,0.2375,0.525,0.65,52,0.4708333333333334,0.7,0.7125,0.565,0.3699242592706443,0.3451776942706036,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,16.151898734177216,79,129,0.3125,0.6125,0.7,56,0.5416666666666666,0.725,0.75,0.62,0.4368786130388568,0.40494521800377176,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,18.3625,80,130,0.25,0.6125,0.7,56,0.5208333333333334,0.725,0.7375,0.6050000000000001,0.4015956552758705,0.3664835848040864,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,17.475,80,130,0.2625,0.525,0.675,54,0.48750000000000004,0.725,0.75,0.5875,0.38577508390007587,0.35558409313504785,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,16.5875,80,130,0.3125,0.6125,0.7,56,0.5416666666666666,0.7375,0.775,0.6275,0.4272562418825926,0.3945357772432246,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,20.22077922077922,77,126,0.2625,0.5125,0.625,50,0.4666666666666666,0.6625,0.6875,0.55,0.39380796125584305,0.3404655221501788,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,20.532467532467532,77,126,0.2125,0.4375,0.55,44,0.4000000000000001,0.625,0.6625,0.49750000000000005,0.31707846961626734,0.2649372868897271,"['18', '19', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '158', '162', '199', '200', '1198', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '159', '193', '1089', '1130', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,18.961038961038962,77,126,0.2375,0.5125,0.625,50,0.4583333333333333,0.6625,0.7,0.5475,0.3735118574223374,0.3219406151719876,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '158', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '159', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,22.428571428571427,77,126,0.0875,0.375,0.5375,43,0.3333333333333333,0.625,0.65,0.45499999999999996,0.222458940019194,0.18624230812047043,"['18', '19', '128', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1430', '1481', '158', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '56', '227', '1213', '1428', '84', '193', '1089', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,18.240506329113924,79,129,0.2625,0.5875,0.675,54,0.5083333333333334,0.6875,0.7125,0.5850000000000001,0.4063481964311574,0.36537171888405273,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,17.40506329113924,79,129,0.2375,0.525,0.65,52,0.4708333333333334,0.7,0.7125,0.565,0.36989955571333205,0.34515299071329136,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,16.17721518987342,79,129,0.3125,0.6125,0.7,56,0.5416666666666666,0.725,0.75,0.62,0.4365562904339254,0.40459809381153883,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,20.050632911392405,79,129,0.125,0.4625,0.6125,49,0.4000000000000001,0.625,0.675,0.5,0.28592074797381767,0.25895071883941145,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '1213', '1428', '84', '193', '275', '1089', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,18.375,80,131,0.25,0.6125,0.7,56,0.5208333333333334,0.725,0.7375,0.6050000000000001,0.4023188695615847,0.3691611641691657,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,17.475,80,131,0.2625,0.525,0.675,54,0.48750000000000004,0.725,0.75,0.5875,0.38577508390007587,0.3576674264683811,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '45', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,16.5875,80,131,0.3125,0.6125,0.7,56,0.5416666666666666,0.7375,0.775,0.6275,0.42860445616830684,0.39710918994163735,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,19.875,80,131,0.1625,0.45,0.65,52,0.4208333333333334,0.675,0.7125,0.53,0.30870545336177146,0.28070144918962975,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1563', '1568', '11', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,5.891891891891892,37,38,0.2625,0.425,0.425,34,0.37083333333333335,0.425,0.4375,0.395,0.34059742107929397,0.2787149806031035,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,6.891891891891892,37,38,0.225,0.3875,0.4125,33,0.3416666666666666,0.4125,0.4375,0.375,0.3031748204600989,0.2402507133172418,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,5.3,50,62,0.325,0.5625,0.575,46,0.4875,0.5875,0.5875,0.5275,0.4305982142857143,0.36185866638321995,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,5.92,50,62,0.3125,0.525,0.575,46,0.4708333333333334,0.5875,0.5875,0.5175,0.4009905303030303,0.34492902236652234,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,4,5.096153846153846,52,65,0.275,0.6,0.6,48,0.4916666666666667,0.6125,0.6125,0.54,0.41519950969169717,0.35905243627899874,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,6.153846153846154,52,65,0.2625,0.525,0.5875,47,0.4583333333333333,0.6,0.6125,0.5175000000000001,0.3784889632936508,0.3317558092948718,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,17.275,80,129,0.325,0.65,0.75,60,0.5750000000000001,0.8,0.8,0.665,0.48815654191857244,0.4219715679593762,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,16.7625,80,129,0.275,0.575,0.7,56,0.5166666666666666,0.7625,0.7875,0.62,0.42595768994941174,0.3632695605211616,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,15.8375,80,129,0.2875,0.6375,0.7375,59,0.5541666666666667,0.8,0.8125,0.655,0.45640183013297186,0.3915347510423381,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1563', '1568', '11', '55', '56', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,16.3625,80,130,0.325,0.6875,0.7875,63,0.6,0.825,0.825,0.6900000000000001,0.4873617858790443,0.41286966374004697,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']"
