bugID,filename,rank,score
53,net.gsantner.markor.ui.SearchOrCustomTextDialogCreator.java,0,0.8
53,net.gsantner.markor.format.todotxt.TodoTxtHighlighter.java,1,0.5731877
53,net.gsantner.markor.format.TextFormat.java,2,0.52842635
53,net.gsantner.opoc.ui.FilesystemViewerFragment.java,3,0.48650533
53,net.gsantner.markor.activity.DocumentShareIntoFragment.java,4,0.4787514
53,net.gsantner.markor.activity.DocumentEditFragment.java,5,0.46072546
53,net.gsantner.markor.App.java,6,0.4361804
53,net.gsantner.markor.util.AppSettings.java,7,0.4317046
53,net.gsantner.markor.format.todotxt.TodoTxtTextActions.java,8,0.42313266
53,net.gsantner.markor.activity.openeditor.OpenEditorTodoActivity.java,9,0.41759798
53,net.gsantner.opoc.activity.GsFragmentBase.java,10,0.41750088
53,net.gsantner.markor.activity.MainActivity.java,11,0.4093615
53,other.writeily.format.markdown.WrMarkdownHeaderSpanCreator.java,12,0.3750949
53,net.gsantner.markor.activity.DocumentActivity.java,13,0.37506452
53,net.gsantner.opoc.format.todotxt.TodoTxtFileRecognitionTests.java,14,0.3747057
53,net.gsantner.markor.activity.SettingsActivity.java,15,0.363847
53,net.gsantner.markor.format.markdown.MarkdownTextConverter.java,16,0.36269698
53,net.gsantner.markor.format.markdown.MarkdownHighlighter.java,17,0.32534775
53,net.gsantner.opoc.util.ActivityUtils.java,18,0.31103414
53,net.gsantner.opoc.util.ShareUtil.java,19,0.30740425
53,other.so.AndroidBug5497Workaround.java,20,0.3073872
53,net.gsantner.markor.activity.MoreInfoFragment.java,21,0.30435246
53,net.gsantner.opoc.util.ContextUtils.java,22,0.30028728
53,net.gsantner.markor.format.markdown.MarkdownTextActions.java,23,0.29972097
53,net.gsantner.markor.util.ContextUtils.java,24,0.2900544
53,net.gsantner.markor.format.todotxt.TodoTxtTextConverter.java,25,0.28463957
53,net.gsantner.markor.util.DocumentIO.java,26,0.27031127
53,net.gsantner.markor.activity.MoreFragment.java,27,0.2642563
53,other.writeily.widget.WrMarkorWidgetProvider.java,28,0.2631229
53,net.gsantner.markor.activity.IntroActivity.java,29,0.26083964
53,net.gsantner.markor.format.TextConverter.java,30,0.26069757
53,net.gsantner.markor.ui.hleditor.Highlighter.java,31,0.26058838
53,net.gsantner.markor.ui.FileInfoDialog.java,32,0.2553285
53,net.gsantner.opoc.preference.GsPreferenceFragmentCompat.java,33,0.23750524
