Bug Report ID,Activities,Fragments,Interacted Component IDs,All Component IDs
87,"['MainActivity', 'SelectAlbumActivity']",[],['main_albums_highest'],"['md__drawer', 'md__content', 'decor_content_parent', 'action_bar_container', 'action_bar', 'main_shuffle', 'content', 'main_select_server', 'main.select_server_1', 'main.select_server_2', 'main_music', 'main_artists_button', 'main_albums_button', 'main_genres_button', 'main_songs', 'main_songs_button', 'main_songs_starred', 'main_albums', 'main_albums_newest', 'main_albums_recent', 'main_albums_frequent', 'main_albums_highest', 'main_albums_random', 'main_albums_starred', 'main_albums_alphaByName', 'statusBarBackground', 'navigationBarBackground', 'parentPanel', 'topPanel', 'title_template', 'icon', 'alertTitle', 'titleDividerNoCustom', 'contentPanel', 'scrollView', 'message', 'buttonPanel', 'button1']"
92,['MainActivity'],[],['search_src_text'],"['action_bar_root', 'content', 'drawer_layout', 'toolbar', 'main_fragment_layout', 'main_fragment', 'vendorSearchText', 'search_bar', 'search_edit_frame', 'search_mag_icon', 'search_plate', 'search_src_text', 'vendor_name', 'vendor_macs', 'statusBarBackground', 'navigationBarBackground', 'search_close_btn', 'empty']"
106,['MainActivity'],[],['title'],"['action_bar_root', 'content', 'drawer_layout', 'drawer_content_container', 'sliding_layout', 'content_container', 'fragment_container', 'coordinator_layout', 'appbar', 'toolbar', 'action_scan', 'action_go_to_start_directory', 'bread_crumbs', 'container', 'recycler_view', 'touch_intercept_framelayout', 'song_view', 'image_container', 'image', 'title_scrollview', 'title', 'text', 'menu']"
110,[],[],[],"['action_bar_root', 'content', 'sliding_layout', 'content_container', 'toolbar', 'title_scrollview', 'title', 'action_shuffle_artist', 'header', 'album_count_icon', 'album_count_text', 'song_count_icon', 'song_count_text', 'duration_icon', 'duration_text', 'recycler_view', 'touch_intercept_framelayout', 'image', 'text_scrollview', 'text', 'song_view', 'image_container', 'menu', 'header_overlay', 'drawer_layout', 'drawer_content_container', 'fragment_container', 'appbar', 'action_search', 'tabs', 'pager', 'container']"
117,['ProductActivity'],['NutritionProductFragment'],[],"['action_bar_root', 'content', 'coordinator_layout_product', 'tabs', 'pager', 'swipeRefresh', 'imageViewNutrition', 'textPerPortion', 'nutriments_recycler_view', 'nutriment_header', 'nutriment_name', 'nutriment_value', 'nutriment_serving_value', 'bottom_navigation', 'share', 'largeLabel', 'icon', 'edit_product', 'search_product', 'history_bottom_nav', 'empty', 'buttonScan', 'statusBarBackground', 'navigationBarBackground']"
128,['SettingsActivity'],[],['text1'],"['content', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'contentPanel', 'text1', 'buttonPanel', 'button2', 'action_bar_root', 'container_toolbar', 'container_content', 'title', 'summary', 'widget_frame', 'checkbox', 'statusBarBackground', 'navigationBarBackground']"
129,"['MainActivity', 'NexusLauncherActivity']",[],[],"['content', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'manual_type', 'text1', 'manual_issuer', 'manual_label', 'manual_secret', 'manual_tags', 'dialog_expand_button', 'buttonPanel', 'button2', 'button1', 'launcher', 'drag_layer', 'scrim_view', 'workspace', 'workspace_page_container', 'search_container_workspace', 'smartspace_content', 'clock', 'page_indicator', 'hotseat', 'layout', 'search_container_hotseat', 'g_icon', 'mic_icon']"
130,['IntroScreenActivity'],[],['mi_button_next'],"['action_bar_root', 'content', 'mi_frame', 'mi_pager', 'introEncryptionSelection', 'text1', 'introEncryptionDesc', 'mi_button_back', 'mi_pager_indicator', 'mi_button_next', 'statusBarBackground', 'navigationBarBackground', 'introAuthDesc', 'introAuthSelection', 'introAuthWarnings', 'introCredentialsLayout', 'introPasswordLayout', 'introPasswordEdit', 'text_input_password_toggle', 'introPasswordConfirm']"
135,['CategoryDetailsActivity'],['SubCategoryListFragment'],[],"['action_bar_root', 'content', 'drawer_layout', 'toolbar_layout', 'toolbar', 'tabLayout', 'viewPager', 'parentLayout', 'categoryImagesList', 'categoryImageView', 'categoryImageTitle', 'categoryImageAuthor', 'statusBarBackground', 'navigationBarBackground', 'image_search_results_display', 'imageSearchInProgress']"
158,"['DeckPicker', 'Reviewer']",[],[],"['action_bar_root', 'content', 'drawer_layout', 'root_layout', 'deckpicker_view', 'toolbar', 'action_sync', 'pull_to_sync_wrapper', 'files', 'DeckPickerHoriz', 'deckpicker_name', 'counts_layout', 'deckpicker_new', 'deckpicker_lrn', 'deckpicker_rev', 'today_stats_text_view', 'add_content_menu', 'fab_expand_menu_button', 'navigationBarBackground', 'front_frame', 'action_undo', 'action_mark_card', 'top_bar', 'new_number', 'learn_number', 'review_number', 'flashcard_frame', 'touch_layer', 'flashcard', 'whiteboard', 'bottom_area_layout', 'answer_options_layout', 'flashcard_layout_flip', 'flip_card']"
159,"['NoteEditor', 'AnkiDroidCrashReportDialog']",[],['action_save'],"['action_bar_root', 'content', 'root_layout', 'toolbar', 'action_save', 'CardEditorScroll', 'CardEditorLayout', 'CardEditorModelText', 'note_type_spinner', 'text1', 'CardEditorDeckText', 'note_deck_spinner', 'CardEditorEditFieldsLayout', 'id_note_editText', 'CardEditorTagButton', 'CardEditorTagText', 'CardEditorCardsButton', 'CardEditorCardsText', 'statusBarBackground', 'navigationBarBackground', 'parentPanel', 'topPanel', 'title_template', 'icon', 'alertTitle', 'customPanel', 'custom', 'scrollView1', 'etFeedbackText', 'alwaysReportCheckbox', 'tvFeedbackDisclaimer', 'buttonPanel', 'button2', 'button1']"
160,[],[],[],"['action_bar_root', 'content', 'drawer_layout', 'root_layout', 'front_frame', 'toolbar', 'action_hide_whiteboard', 'action_undo', 'action_flag', 'top_bar', 'new_number', 'learn_number', 'review_number', 'choosen_answer', 'flashcard_frame', 'flashcard', 'qa', 'touch_layer', 'whiteboard', 'bottom_area_layout', 'answer_options_layout', 'flashcard_layout_flip', 'flip_card', 'navigationBarBackground']"
162,"['AccountSetupBasics', 'DocumentsActivity']",[],['manual_setup'],"['decor_content_parent', 'action_bar_container', 'action_bar', 'home', 'action_bar_title', 'content', 'account_email', 'account_password', 'show_password', 'foldable_advanced_options', 'foldableControl', 'foldableIcon', 'foldableText', 'divider', 'manual_setup', 'next', 'parentPanel', 'contentPanel', 'scrollView', 'message', 'buttonPanel', 'button1']"
168,[],[],['map'],"['decor_content_parent', 'content', 'mainscreen', 'status', 'status_icon', 'status_message', 'map', 'nearest', 'search_offline', 'advanced_button', 'any_button', 'filter_button', 'filter_button_title', 'nav_location', 'nav_satellites', 'nav_accuracy', 'nav_type', 'action_bar_container', 'action_bar', 'menu_gosearch', 'menu_history', 'launcher', 'drag_layer', 'scrim_view', 'workspace', 'search_container_workspace', 'smartspace_content', 'clock', 'page_indicator', 'hotseat', 'apps_view', 'all_apps_header', 'search_container_all_apps', 'g_icon', 'mic_icon']"
191,['GameActivity'],[],[],"['content', 'fragment_status', 'txt_credits', 'txt_bonus', 'txt_lives', 'txt_wave', 'view_tower_1', 'view_tower_2', 'view_tower_3', 'view_tower_4', 'btn_menu', 'btn_next_wave', 'view_tower_defense']"
192,"['RecentsActivity', 'DocumentActivity']",['DocumentEditFragment'],['title'],"['content', 'recents_view', 'task_view_thumbnail', 'task_view_bar', 'icon', 'dismiss_task', 'title', 'nav_bar_scrim', 'action_bar_root', 'toolbar', 'note__activity__header_view_switcher', 'note__activity__text_note_title', 'action_preview', 'action_undo', 'document__placeholder_fragment', 'document__fragment__edit__content_editor__scrolling_parent', 'document__fragment__edit__highlighting_editor', 'document__fragment__edit__textmodule_actions_bar__scrolling_parent', 'document__fragment__edit__textmodule_actions_bar', 'statusBarBackground', 'navigationBarBackground']"
193,['AddBirthdayActivity'],[],['birthdaypicker_label'],"['action_bar_root', 'content', 'addbirthday_title', 'addbirthday_content', 'addbirthday_hero', 'contact_hero_avatar_holder', 'contacthero_name_suggestion', 'addbirthday_datepicker', 'birthdaypicker_label', 'addbirthday_dismiss_button', 'addbirthday_add_button', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'dialog_birthday_picker', 'include_year_checkbox', 'buttonPanel', 'button1']"
199,"['ObservationEditor', 'ObservationListActivity']",[],['save_observation'],"['decor_content_parent', 'action_bar_container', 'action_bar', 'save_observation', 'content', 'main_content', 'swipeable_layout', 'take_photo', 'gallery', 'dummy_focus', 'species_guess_icon', 'speciesGuess', 'help_id_icon', 'id_please', 'notes_icon', 'description', 'time_icon', 'observed_on', 'time_observed_at', 'location_icon', 'locationRefreshButton', 'location_guess', 'coordinates', 'latitude', 'longitude', 'accuracy_prefix', 'accuracy', 'location_visibility_icon', 'locationVisibility', 'location_visibility_description', 'is_captive_icon', 'is_captive', 'is_captive_checkbox', 'is_captive_off_icon', 'projects_icon', 'select_projects', 'statusBarBackground', 'navigationBarBackground', 'drawer_layout', 'drawer_content', 'observations_list', 'image', 'linearLayout2', 'subContent', 'rightObsPart', 'dateObserved', 'commentsIdClickCatcher', 'syncRequired', 'add_observation']"
200,"['ObservationEditor', 'ObservationListActivity']",[],['save_observation'],"['decor_content_parent', 'action_bar_container', 'action_bar', 'save_observation', 'content', 'main_content', 'swipeable_layout', 'take_photo', 'gallery', 'dummy_focus', 'species_guess_icon', 'speciesGuess', 'help_id_icon', 'id_please', 'notes_icon', 'description', 'time_icon', 'observed_on', 'time_observed_at', 'location_icon', 'locationRefreshButton', 'location_guess', 'coordinates', 'latitude', 'longitude', 'accuracy_prefix', 'accuracy', 'location_visibility_icon', 'locationVisibility', 'location_visibility_description', 'is_captive_icon', 'is_captive', 'is_captive_checkbox', 'is_captive_off_icon', 'projects_icon', 'select_projects', 'statusBarBackground', 'navigationBarBackground', 'drawer_layout', 'drawer_content', 'observations_list', 'image', 'linearLayout2', 'subContent', 'rightObsPart', 'dateObserved', 'commentsIdClickCatcher', 'syncRequired', 'add_observation']"
201,['ObservationListActivity'],[],['cancel_sync'],"['drawer_layout', 'drawer_content', 'decor_content_parent', 'action_bar_container', 'action_bar', 'observation_view_type', 'search_observations', 'content', 'tabs', 'count', 'tab_name', 'separator', 'view_pager', 'people_container', 'syncing_top_bar', 'syncing_status', 'cancel_sync', 'list', 'observation_iconic_pic', 'species_guess', 'location_icon', 'place_guess', 'date', 'comment_id_container', 'id_pic', 'id_count', 'observation_pic', 'progress', 'add_observation', 'statusBarBackground', 'navigationBarBackground']"
206,"['AccountsActivity', 'PreferenceActivity']","['AccountsListFragment', 'BookManagerFragment']",['title'],"['title', 'decor_content_parent', 'action_bar_container', 'action_bar', 'menu_create_book', 'content', 'list_container', 'list', 'fragment_container', 'list_item_2_lines', 'primary_text', 'secondary_text', 'label_last_sync', 'last_sync_time', 'statusBarBackground', 'navigationBarBackground']"
209,['FormActivity'],['TransactionFormFragment'],['input_transaction_amount'],"['action_bar_root', 'content', 'toolbar', 'menu_save', 'fragment_container', 'fragment_transaction_form', 'input_transaction_name', 'currency_symbol', 'input_transaction_amount', 'btn_split_editor', 'input_transaction_type', 'layout_double_entry', 'input_transfer_account_spinner', 'text1', 'input_date', 'input_time', 'input_description', 'input_recurrence', 'statusBarBackground', 'navigationBarBackground', 'calculator_keyboard']"
227,"['TransactionsActivity', 'AccountsActivity']",['AccountsListFragment'],[],"['action_bar_root', 'content', 'drawer_layout', 'coordinatorLayout', 'fragment_container', 'toolbar', 'toolbar_spinner', 'text1', 'menu_favorite_account', 'tab_layout', 'pager', 'fragment_transaction_list', 'transaction_recycler_view', 'list_item_2_lines', 'primary_text', 'secondary_text', 'edit_transaction', 'transaction_date', 'transaction_amount', 'options_menu', 'fab_create_transaction', 'statusBarBackground', 'navigationBarBackground', 'menu_search', 'fragment_account_list', 'account_recycler_view', 'account_color_strip', 'favorite_status', 'account_balance', 'fab_create_account']"
248,['PreferencesActivity'],[],['title'],"['action_bar_root', 'content', 'toolbar', 'list_container', 'icon_frame', 'icon', 'title', 'statusBarBackground', 'navigationBarBackground', 'summary']"
256,"['TransactionsActivity', 'AccountsActivity']",['TransactionsListFragment'],['title'],"['title', 'checkbox', 'content', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'aerr_restart']"
271,[],[],['text_secret'],"['decor_content_parent', 'action_bar_container', 'action_bar', 'action_save', 'content', 'profile_drawable', 'text_name', 'text_issuer', 'spinner_group', 'text1', 'expandableLayout', 'spinner_type', 'spinner_algo', 'text_digits', 'row_period', 'text_period', 'text_hint', 'text_secret', 'text_input_end_icon']"
275,[],[],['next'],"['action_bar_root', 'content', 'background', 'view_pager', 'main', 'textView2', 'textView4', 'text_password', 'textView3', 'text_password_confirm', 'check_toggle_visibility', 'bottom', 'back', 'indicator_container', 'next', 'statusBarBackground', 'navigationBarBackground', 'title', 'image', 'description', 'done']"
1028,"['TranslationActivity', 'MultimediaEditFieldActivity']",[],[],"['decor_content_parent', 'action_bar_container', 'action_bar', 'content', 'MainLayoutInTranslationActivity', 'text1', 'statusBarBackground', 'navigationBarBackground', 'action_bar_root', 'root_layout', 'toolbar', 'multimedia_edit_field_to_image', 'multimedia_edit_field_to_audio', 'multimedia_edit_field_done', 'scrollView1', 'LinearLayoutInScrollViewFieldEdit']"
1073,['MainActivity'],['BrowserFragment'],[],"['action_bar_root', 'content', 'container', 'browser_container', 'status_bar_background', 'main_content', 'appbar', 'urlbar', 'toolbarContent', 'security_info', 'display_url', 'menuView', 'swipe_refresh', 'first', 'erase', 'navigationBarBackground']"
1089,"['SettingsActivity', 'ClockTimersActivity']",['TimeControlFragment'],[],"['decor_content_parent', 'action_bar_container', 'action_bar', 'action_new_stage', 'action_save_time_control', 'content', 'container', 'time_control_name', 'stages_title_text', 'stage_label', 'stage_description', 'increment_title_text', 'btn_edit_increment', 'increment_label', 'increment_description', 'player_selection_bottom_navigation', 'nav_player1', 'icon', 'largeLabel', 'nav_player2', 'smallLabel', 'navigationBarBackground', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'aerr_restart']"
1096,"['RecordSoundActivity', 'inaturalist']",[],[],"['decor_content_parent', 'action_bar_container', 'action_bar', 'content', 'seconds_counter', 'sound_visualizer', 'start_recording', 'stop_recording', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'aerr_restart']"
1130,['MainActivity'],['QueueFragment'],['empty'],"['action_bar_root', 'content', 'drawer_layout', 'toolbar', 'queue_lock', 'refresh_item', 'main_view', 'empty', 'info_bar', 'divider', 'statusBarBackground', 'navigationBarBackground']"
1146,['GpsTestActivity'],['GpsStatusFragment'],['gps_switch'],"['action_bar_root', 'content', 'toolbar', 'sort_sats', 'filter_sats', 'gps_switch_item', 'gps_switch', 'nav_drawer_left_pane', 'mainlayout', 'bottom_sliding_layout', 'main_content', 'fragment_container', 'status_location_card', 'lat_long_table', 'latitude_label', 'latitude', 'fix_time_label', 'fix_time', 'longitude_label', 'longitude', 'gps_ttff_label', 'ttff', 'altitude_label', 'altitude', 'hor_vert_accuracy_label', 'hor_vert_accuracy', 'altitude_msl_label', 'altitude_msl', 'num_sats_label', 'num_sats', 'speed_label', 'speed', 'bearing_label', 'bearing', 'status_filter_group', 'filter_text', 'filter_show_all', 'gnss_status_card', 'gnss_status_list', 'sv_id', 'gnss_flag_header', 'carrier_frequency', 'signal', 'status_flags', 'elevation', 'azimuth', 'gnss_flag_layout', 'gnss_flag', 'sbas_status_card', 'sbas_not_available']"
1147,['GpsTestActivity'],['GpsStatusFragment'],[],"['action_bar_root', 'content', 'toolbar', 'send_location', 'gps_switch_item', 'gps_switch', 'nav_drawer_left_pane', 'fragment_container', 'status_location_card', 'lat_long_table', 'latitude_label', 'latitude', 'fix_time_label', 'fix_time', 'longitude_label', 'longitude', 'gps_ttff_label', 'ttff', 'altitude_label', 'altitude', 'accuracy_label', 'accuracy', 'altitude_msl_label', 'altitude_msl', 'speed_label', 'speed', 'num_sats_label', 'num_sats', 'bearing_label', 'bearing', 'status_signals_card', 'status_list', 'sv_id', 'gnss_flag_header', 'carrier_frequency', 'signal', 'elevation', 'azimuth', 'status_flags', 'gnss_flag_layout', 'gnss_flag', 'navigation_drawer', 'navdrawer_items_list', 'icon', 'title', 'secondary_icon']"
1150,"['GpsTestActivity', 'HelpActivity']",['GpsStatusFragment'],[],"['action_bar_root', 'content', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'titleDividerNoCustom', 'contentPanel', 'text1', 'decor_content_parent', 'action_bar_container', 'action_bar', 'activity_help', 'app_version', 'help_text']"
1151,"['Preferences', 'NexusLauncherActivity']",[],[],"['content', 'action_bar', 'content_wrapper', 'headers', 'title', 'summary', 'widget_frame', 'checkbox', 'launcher', 'drag_layer', 'workspace', 'apps_view', 'main_content', 'search_container', 'search_box_input', 'apps_list_view', 'icon', 'reveal_view']"
1198,['MainActivity'],['ViewFilesFragment'],['md_buttonDefaultPositive'],"['content', 'md_root', 'md_titleFrame', 'md_title', 'md_customViewFrame', 'passwordlayout', 'password', 'text_input_password_toggle', 'md_buttonDefaultNegative', 'md_buttonDefaultPositive', 'action_bar_root', 'drawer_layout', 'toolbar', 'action_search', 'search_bar', 'search_button', 'item_sort', 'emptyStatusView', 'swipe', 'filesRecyclerView', 'checkbox', 'fileRipple', 'fileName', 'fileSize', 'fileDate', 'navigationBarBackground']"
1202,['ImageEditor'],[],['nextimageButton'],"['decor_content_parent', 'action_bar_container', 'action_bar', 'finish', 'content', 'resetCurrent', 'savecurrent', 'imagecount', 'nextimageButton', 'scrollViewImage', 'photoEditorView', 'doodleSeekBar', 'doodle_colors', 'doodle_color', 'recyclerView', 'parentLayout', 'filter_preview', 'filter_Name', 'statusBarBackground', 'navigationBarBackground']"
1205,['MainActivity'],"['MergeFilesFragment', 'HomeFragment']",[],"['action_bar_root', 'content', 'drawer_layout', 'toolbar', 'mergebtn', 'selectFiles', 'enhancement_options_recycle_view', 'container_card_view', 'passwordProtectedPDF', 'option_image', 'option_name', 'bottom_sheet', 'layout', 'viewFiles', 'upArrow', 'recyclerViewFiles', 'itemMerge_checkbox', 'fileName', 'statusBarBackground', 'navigationBarBackground', 'images_to_pdf', 'text_to_pdf', 'qr_barcode_to_pdf', 'view_files', 'view_history', 'add_password', 'remove_password', 'rotate_pages', 'add_watermark', 'add_images']"
1207,"['MainActivity', 'NexusLauncherActivity']",[],['button1'],"['content', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'manual_type', 'text1', 'manual_label', 'manual_secret', 'manual_tags', 'dialog_expand_button', 'dialog_expand_layout', 'manual_period', 'manual_digits', 'manual_algorithm', 'buttonPanel', 'button2', 'button1', 'aerr_restart']"
1213,[],[],['text_input_end_icon'],"['content', 'parentPanel', 'topPanel', 'title_template', 'alertTitle', 'customPanel', 'custom', 'text1', 'credentialsLayout', 'passwordLayout', 'passwordEdit', 'text_input_end_icon', 'passwordConfirm', 'btnCancel', 'btnSave']"
1214,[],[],['text_input_end_icon'],"['action_bar_root', 'content', 'mi_frame', 'mi_pager', 'introAuthDesc', 'introAuthSelection', 'text1', 'introCredentialsLayout', 'introPasswordLayout', 'introPasswordEdit', 'text_input_end_icon', 'introPasswordConfirm', 'mi_button_back', 'mi_pager_indicator', 'mi_button_next', 'statusBarBackground', 'navigationBarBackground']"
