bugID,filename,rank,score
bugID,filename,rank,score
53,net.gsantner.markor.ui.NewFileDialog.java,0,0.8
53,net.gsantner.markor.activity.DocumentEditFragment.java,1,0.3234405
53,net.gsantner.markor.activity.DocumentActivity.java,2,0.20664643
53,net.gsantner.markor.activity.MoreFragment.java,3,0.0
