Bug_Id,File,Filenames_Store_File,Stored
71,fr/neamar/kiss/forwarder/ExperienceTweaks.java,../data/FilteringBoostingFileNames-round4/Screen-2/Corpus-All_Java_Files/Boosting-GUI_State_and_Interacted_GUI_Component_IDs/Match_Query_File_List.csv,NotExist
71,fr/neamar/kiss/forwarder/ExperienceTweaks.java,../data/FilteringBoostingFileNames-round4/Screen-2/Corpus-All_Java_Files/Boosting-GUI_State_and_Interacted_GUI_Component_IDs/Not_Match_Query_File_List.csv,Exist
