Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Number of Identified Bugs,Number of identified buggy files,Hit@10,Number of hits@10
Boosting,NO,GUI_States,None,GUI_States,4,65,116,0.6125,49
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_States,2,65,112,0.525,42
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_States,3,65,116,0.55,44
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_States,4,65,116,0.55,44
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,2,65,112,0.575,46
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,3,65,116,0.6,48
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,4,65,116,0.6,48
Boosting,NO,All_GUI_Component_IDs,None,GUI_States,2,67,112,0.5875,47
Boosting,NO,All_GUI_Component_IDs,None,GUI_States,3,67,116,0.6,48
Boosting,NO,All_GUI_Component_IDs,None,GUI_States,4,67,116,0.575,46
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_States,2,67,112,0.5875,47
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_States,3,67,116,0.6,48
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_States,4,67,116,0.575,46
Boosting,NO,GUI_States,None,Interacted_GUI_Component_IDs,2,48,68,0.4375,35
Boosting,NO,GUI_States,None,Interacted_GUI_Component_IDs,3,64,104,0.575,46
Boosting,NO,GUI_States,None,Interacted_GUI_Component_IDs,4,69,115,0.6375,51
Boosting,NO,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,47,68,0.325,26
Boosting,NO,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,62,104,0.475,38
Boosting,NO,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,67,115,0.5,40
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,48,68,0.4,32
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,64,104,0.575,46
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,69,115,0.6125,49
Boosting,NO,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,68,0.35,28
Boosting,NO,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,104,0.4875,39
Boosting,NO,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,115,0.5,40
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,68,0.35,28
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,104,0.4875,39
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,115,0.5,40
Boosting,NO,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,74,128,0.6875,55
Boosting,NO,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,76,133,0.725,58
Boosting,NO,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,77,135,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,74,128,0.625,50
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,76,133,0.7,56
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,77,135,0.675,54
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,74,128,0.675,54
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,76,133,0.725,58
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,77,135,0.725,58
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,128,0.6875,55
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,133,0.725,58
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,135,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,128,0.6875,55
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,133,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,135,0.725,58
Boosting,NO,GUI_States,None,All_GUI_Component_IDs,2,80,141,0.7625,61
Boosting,NO,GUI_States,None,All_GUI_Component_IDs,3,80,141,0.775,62
Boosting,NO,GUI_States,None,All_GUI_Component_IDs,4,80,141,0.775,62
Boosting,NO,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,141,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,141,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,141,0.725,58
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,141,0.7625,61
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,141,0.7875,63
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,141,0.775,62
Boosting,NO,All_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,141,0.725,58
Boosting,NO,All_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,141,0.7375,59
Boosting,NO,All_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,141,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,141,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,141,0.7375,59
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,141,0.7375,59
Boosting,NO,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,2,80,141,0.775,62
Boosting,NO,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,3,80,141,0.775,62
Boosting,NO,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,4,80,141,0.775,62
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,141,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,141,0.7375,59
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,141,0.725,58
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,141,0.775,62
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,141,0.7875,63
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,141,0.775,62
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,141,0.75,60
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,141,0.75,60
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,141,0.7375,59
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,141,0.75,60
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,141,0.75,60
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,141,0.7375,59
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,None,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,None,4,52,65,0.6125,49
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,52,65,0.6125,49
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,2,80,129,0.875,70
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,80,129,0.8,64
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,80,129,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,3,80,130,0.8875,71
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,80,130,0.825,66
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,80,130,0.8625,69
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,4,80,130,0.9,72
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,80,130,0.825,66
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,80,130,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,2,80,129,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,80,129,0.8,64
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,2,80,129,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,3,80,130,0.8875,71
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,80,130,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,80,130,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,3,80,130,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,4,80,131,0.9,72
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,80,131,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,80,131,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,4,80,131,0.8375,67
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,4,52,65,0.6125,49
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,4,52,65,0.6125,49
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,2,80,129,0.8625,69
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.8,64
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,3,80,130,0.875,70
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,80,130,0.825,66
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,3,80,130,0.8625,69
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,4,80,130,0.8875,71
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,4,80,130,0.825,66
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,4,80,130,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_States,None,2,80,129,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.8,64
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_States,None,2,80,129,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_States,None,3,80,130,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,80,130,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,3,80,130,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_States,None,3,80,130,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_States,None,4,80,131,0.8875,71
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,4,80,131,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,4,80,131,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_States,None,4,80,131,0.8625,69
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,2,80,129,0.8625,69
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,129,0.8125,65
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,3,80,130,0.875,70
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,130,0.8125,65
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,4,80,130,0.875,70
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,130,0.8,64
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,130,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,2,80,129,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,129,0.8125,65
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,3,80,130,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,130,0.8125,65
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,130,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,Interacted_GUI_Component_IDs,None,4,80,131,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,131,0.8,64
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,131,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,131,0.85,68
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.8625,69
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.8125,65
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.875,70
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.8125,65
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,130,0.875,70
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,130,0.8,64
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,130,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.8625,69
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.8125,65
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.8125,65
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,131,0.875,70
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,131,0.8,64
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,131,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,131,0.85,68
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,129,0.8125,65
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,129,0.8375,67
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,130,0.825,66
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,130,0.8375,67
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,4,80,130,0.85,68
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,130,0.825,66
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,130,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,129,0.8125,65
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,129,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,129,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,3,80,130,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,130,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,130,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,130,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,All_GUI_Component_IDs,None,4,80,131,0.85,68
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,131,0.825,66
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,131,0.8375,67
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,131,0.825,66
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,52,65,0.6,48
