Bug_Id,File,Filenames_Store_File,Stored
1150,com/android/gpstest/HelpActivity.java,../data/FilteringBoostingFileNames-round7/Screen-3/Corpus-GUI_State_and_Interacted_GUI_Component_IDs/Boosting-GUI_States/Match_Query_File_List.csv,Exist
1150,com/android/gpstest/HelpActivity.java,../data/FilteringBoostingFileNames-round7/Screen-3/Corpus-GUI_State_and_Interacted_GUI_Component_IDs/Boosting-GUI_States/Not_Match_Query_File_List.csv,NotExist
