Bug_Id,File,Filenames_Store_File,Stored
1150,com/android/gpstest/HelpActivity.java,../data/FilteringBoostingFileNames-round7/Screen-3/Corpus-All_GUI_Component_IDs/Boosting-GUI_State_and_Interacted_GUI_Component_IDs/Match_Query_File_List.csv,Exist
1150,com/android/gpstest/HelpActivity.java,../data/FilteringBoostingFileNames-round7/Screen-3/Corpus-All_GUI_Component_IDs/Boosting-GUI_State_and_Interacted_GUI_Component_IDs/Not_Match_Query_File_List.csv,NotExist
