Bug_Id,File,Filenames_Store_File,Stored
71,fr/neamar/kiss/forwarder/ExperienceTweaks.java,../data/FilteringBoostingFileNames-round4/Screen-4/Corpus-All_GUI_Component_IDs/Files_In_Corpus.csv,Exist
