,Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List,BugLocator HIT@10,BugLocator Avg HIT Between 1 and 5,SentenceBERT HIT@10,SentenceBERT Avg HIT Between 1 and 5,UnixCoder HIT@10,UnixCoder Avg HIT Between 1 and 5,Lucene HIT@10,Lucene Avg HIT Between 1 and 5,Average All Config HIT@10,Average All Config Avg HIT Between 1 and 5,BugLocator Rank,SentenceBERT Rank,UnixCoder Rank,Lucene Rank,Average All Config Rank
142,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,4.26530612244898,49,61,0.3,0.55,0.575,46,0.475,0.5875,0.5875,0.52,0.4076357886904762,0.34931640625,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.42500000000000004,0.575,0.43125,0.575,0.40625,0.575,0.45,0.575,0.42812500000000003,170.0,198.0,172.0,170.0,294.0
143,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,4.490196078431373,51,64,0.3125,0.5625,0.5875,47,0.4875,0.6,0.6125,0.5349999999999999,0.4211503189792663,0.3583537969249318,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5875,0.4375,0.5625,0.41875,0.5875,0.4,0.5875,0.44375,0.5812499999999999,0.42500000000000004,157.0,203.0,160.0,157.0,283.0
144,Filtering,All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,2,14.645569620253164,79,128,0.325,0.625,0.725,58,0.5583333333333332,0.7875,0.8,0.6525000000000001,0.4558569267379329,0.3993561212081146,"['2', '8', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.725,0.475,0.6375,0.4,0.7125,0.425,0.725,0.4875,0.7,0.446875,102.0,154.0,94.0,105.0,197.0
145,Filtering,All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,14.772151898734178,79,129,0.275,0.6375,0.7375,59,0.5499999999999999,0.7875,0.8,0.6475,0.427067439428774,0.3685009028974828,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.45625,0.5875,0.3625,0.725,0.4,0.7375,0.48124999999999996,0.6968750000000001,0.425,86.0,194.0,87.0,96.0,198.0
146,Filtering,All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,15.278481012658228,79,129,0.2375,0.6125,0.7375,59,0.5291666666666667,0.7875,0.8125,0.6375,0.396800895090197,0.3572221062352805,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.42500000000000004,0.6,0.34375,0.675,0.39375,0.725,0.45625,0.6843750000000001,0.40468750000000003,87.0,186.0,116.0,108.0,208.0
147,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,2,14.632911392405065,79,128,0.325,0.625,0.725,58,0.5583333333333332,0.7875,0.8,0.6525000000000001,0.4564819267379328,0.3996686212081146,"['2', '8', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.725,0.475,0.6375,0.4,0.7125,0.425,0.725,0.4875,0.7,0.446875,102.0,154.0,94.0,105.0,197.0
148,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,3,14.759493670886076,79,129,0.275,0.6375,0.7375,59,0.5499999999999999,0.7875,0.8,0.6475,0.427692439428774,0.3688134028974827,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.45625,0.5875,0.3625,0.725,0.4,0.7375,0.48124999999999996,0.6968750000000001,0.425,86.0,194.0,87.0,96.0,198.0
149,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,All_GUI_Component_IDs,4,15.253164556962023,79,130,0.2375,0.6125,0.7375,59,0.5291666666666667,0.7875,0.8125,0.6375,0.3984675617568637,0.3605554395686138,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.42500000000000004,0.6125,0.34375,0.675,0.39375,0.7375,0.46249999999999997,0.690625,0.40625,87.0,176.0,116.0,100.0,203.0
150,Filtering,GUI_States,NO,None,GUI_State_and_All_GUI_Component_IDs,2,1.34375,32,33,0.2625,0.4,0.4,32,0.3541666666666667,0.4,0.4,0.3724999999999999,0.33125,0.273125,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4,0.33125000000000004,0.4,0.34375,0.4,0.33125000000000004,0.4,0.34375,0.4,0.3375,248.0,281.0,255.0,237.0,397.0
151,Filtering,GUI_States,NO,None,GUI_State_and_All_GUI_Component_IDs,3,1.5,34,35,0.2625,0.425,0.425,34,0.3708333333333333,0.425,0.425,0.3925,0.3364583333333333,0.2591815476190476,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.34375,0.425,0.3375,0.425,0.34375,0.425,0.34375,0.425,0.3421875,233.0,271.0,239.0,226.0,379.0
152,Filtering,GUI_States,NO,None,GUI_State_and_All_GUI_Component_IDs,4,1.6666666666666667,36,38,0.2375,0.45,0.45,36,0.3791666666666666,0.45,0.45,0.4075,0.3302083333333333,0.265952380952381,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.45,0.34375,0.45,0.31875,0.45,0.34375,0.45,0.3375,0.45,0.3359375,225.0,253.0,223.0,215.0,355.0
153,Filtering,Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,4.705882352941177,17,17,0.1875,0.2,0.2,16,0.1958333333333333,0.2,0.2,0.1975,0.1939484126984127,0.168015873015873,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']",0.2,0.19375,0.1875,0.15625,0.2,0.16875,0.2,0.19375,0.19687500000000002,0.178125,275.0,314.0,282.0,265.0,436.0
154,Filtering,Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,5.0625,32,42,0.25,0.35,0.3625,29,0.3208333333333333,0.375,0.375,0.3424999999999999,0.3014544700091575,0.2607925776480463,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.3625,0.3,0.3625,0.3125,0.3625,0.3125,0.3625,0.31875,0.3625,0.3109375,259.0,295.0,268.0,249.0,417.0
155,Filtering,Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,5.228571428571429,35,45,0.2625,0.375,0.3875,31,0.3416666666666666,0.4,0.4125,0.3675,0.3207931761221235,0.273176608661806,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.3875,0.31875,0.3875,0.3125,0.3875,0.3,0.3875,0.33125000000000004,0.3875,0.315625,254.0,289.0,260.0,243.0,408.0
156,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,3.138888888888889,36,37,0.2625,0.4375,0.4375,35,0.3791666666666666,0.4375,0.4375,0.4025,0.3481150793650793,0.289890873015873,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4375,0.35,0.425,0.34375,0.4375,0.34375,0.4375,0.375,0.434375,0.353125,227.0,270.0,231.0,216.0,366.0
157,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,4.285714285714286,49,61,0.3,0.55,0.575,46,0.475,0.5875,0.5875,0.52,0.4055524553571429,0.3472330729166666,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.42500000000000004,0.575,0.44375,0.575,0.44375,0.575,0.45,0.575,0.440625,170.0,196.0,167.0,170.0,291.0
158,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,4.509803921568627,51,64,0.2875,0.5625,0.5875,47,0.4791666666666667,0.6,0.6125,0.53,0.4082336523125996,0.3516871302582651,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5875,0.425,0.5875,0.4125,0.5875,0.425,0.5875,0.44999999999999996,0.5875,0.428125,160.0,193.0,155.0,156.0,260.0
159,Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,13.430379746835444,79,128,0.3125,0.65,0.75,60,0.5708333333333333,0.8,0.825,0.6675000000000001,0.461786528856892,0.4061441074269147,"['2', '8', '10', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.75,0.48125,0.7,0.4125,0.7375,0.46875,0.75,0.50625,0.734375,0.4671875,71.0,111.0,61.0,87.0,174.0
160,Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,12.974683544303796,79,129,0.275,0.65,0.7375,59,0.5541666666666667,0.8,0.8375,0.66,0.4354482257559965,0.3718583061012427,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.4625,0.6625,0.38125,0.7625,0.46875,0.75,0.48125,0.7281249999999999,0.4484375,85.0,133.0,39.0,91.0,177.0
161,Filtering,All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,13.316455696202532,79,129,0.225,0.6375,0.725,58,0.5291666666666667,0.8,0.85,0.6475000000000001,0.3992507237642849,0.3585836446861677,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.725,0.43124999999999997,0.675,0.36874999999999997,0.7125,0.425,0.7375,0.46875,0.7124999999999999,0.42343749999999997,104.0,128.0,94.0,98.0,189.0
162,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,2,13.430379746835444,79,128,0.3125,0.65,0.75,60,0.5708333333333333,0.8,0.825,0.6675000000000001,0.461786528856892,0.4061441074269147,"['2', '8', '10', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.75,0.48125,0.7,0.4125,0.7375,0.46875,0.75,0.50625,0.734375,0.4671875,71.0,111.0,61.0,87.0,174.0
163,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,3,12.974683544303796,79,129,0.275,0.65,0.7375,59,0.5541666666666667,0.8,0.8375,0.66,0.4354482257559965,0.3718583061012427,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.4625,0.6625,0.38125,0.7625,0.46875,0.75,0.48125,0.7281249999999999,0.4484375,85.0,133.0,39.0,91.0,177.0
164,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,GUI_State_and_All_GUI_Component_IDs,4,13.30379746835443,79,130,0.225,0.6375,0.725,58,0.5291666666666667,0.8,0.85,0.6475000000000001,0.4002923904309517,0.3616044780195011,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.725,0.43124999999999997,0.675,0.375,0.7125,0.43125,0.7375,0.475,0.7124999999999999,0.428125,104.0,127.0,92.0,97.0,188.0
165,Boosting,NO,GUI_States,None,None,2,8.30379746835443,79,141,0.3625,0.7125,0.7875,63,0.6208333333333332,0.825,0.875,0.7125,0.5132027489179384,0.4467478462255891,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.5375,0.7875,0.5,0.775,0.50625,0.8625,0.5625,0.8031250000000001,0.5265625,32.0,27.0,21.0,14.0,46.0
166,Boosting,NO,GUI_States,None,None,3,8.379746835443038,79,141,0.3375,0.725,0.7875,63,0.6166666666666667,0.825,0.875,0.71,0.4905837012988908,0.4349567612677756,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.53125,0.7875,0.5,0.775,0.5125,0.8625,0.56875,0.8031250000000001,0.528125,33.0,27.0,20.0,13.0,45.0
167,Boosting,NO,GUI_States,None,None,4,8.050632911392405,79,141,0.35,0.7375,0.8,64,0.6291666666666667,0.8375,0.8875,0.7224999999999999,0.4958180762988907,0.4411065088863912,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.54375,0.8,0.5,0.7875,0.51875,0.875,0.58125,0.815625,0.5359375,20.0,19.0,9.0,5.0,13.0
168,Boosting,NO,Interacted_GUI_Component_IDs,None,None,2,10.481012658227847,79,141,0.3375,0.575,0.7,56,0.5375,0.75,0.825,0.6375,0.4592204588251335,0.3993708003728971,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7,0.45625,0.725,0.39999999999999997,0.6875,0.40625,0.7875,0.5125,0.725,0.44375,116.0,85.0,111.0,72.0,181.0
169,Boosting,NO,Interacted_GUI_Component_IDs,None,None,3,9.59493670886076,79,141,0.3375,0.625,0.7375,59,0.5666666666666668,0.8,0.8375,0.6675,0.4720910846022469,0.4208773647013885,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7375,0.48125,0.775,0.45625,0.7125,0.43125,0.8125,0.5125,0.759375,0.47031249999999997,82.0,44.0,92.0,58.0,115.0
170,Boosting,NO,Interacted_GUI_Component_IDs,None,None,4,9.49367088607595,79,141,0.35,0.6125,0.75,60,0.5708333333333333,0.8125,0.85,0.675,0.4740343965119911,0.4191565636975342,"['2', '18', '19', '53', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.75,0.48125,0.775,0.45,0.7,0.4375,0.8125,0.5249999999999999,0.7593749999999999,0.47343749999999996,71.0,45.0,102.0,56.0,120.0
171,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,9.139240506329116,79,141,0.3375,0.65,0.7625,61,0.5833333333333334,0.8125,0.8625,0.6849999999999999,0.4702360532228619,0.4140399246248785,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7625,0.49375,0.7875,0.4625,0.75,0.46875,0.8375,0.55,0.7843749999999999,0.49375,61.0,30.0,50.0,37.0,77.0
172,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,8.670886075949367,79,141,0.35,0.6625,0.7875,63,0.6,0.8375,0.8625,0.7,0.4873697380388783,0.4461328223046738,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.50625,0.8375,0.50625,0.775,0.48750000000000004,0.85,0.55625,0.8125,0.5140625,39.0,2.0,23.0,24.0,26.0
173,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,9.075949367088608,79,141,0.35,0.6125,0.7875,63,0.5833333333333334,0.8375,0.8625,0.6900000000000001,0.4760465065318232,0.4289864756101963,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.48125,0.8375,0.4875,0.7625,0.4625,0.85,0.55625,0.8093750000000001,0.49687499999999996,43.0,4.0,40.0,24.0,30.0
174,Boosting,NO,All_GUI_Component_IDs,None,None,2,8.873417721518987,79,141,0.4,0.6375,0.7125,57,0.5833333333333334,0.7875,0.8625,0.68,0.5171271263233379,0.4305940852667895,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.51875,0.7625,0.4125,0.7,0.39375,0.825,0.5875,0.75,0.478125,107.0,56.0,110.0,43.0,152.0
175,Boosting,NO,All_GUI_Component_IDs,None,None,3,8.721518987341772,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.7875,0.8625,0.6849999999999999,0.5189240339570054,0.4283910693526426,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.525,0.7375,0.4125,0.7,0.39375,0.8375,0.575,0.7499999999999999,0.4765625,92.0,75.0,110.0,34.0,155.0
176,Boosting,NO,All_GUI_Component_IDs,None,None,4,8.79746835443038,79,141,0.4,0.6375,0.725,58,0.5875,0.7875,0.8625,0.6825000000000001,0.5182008530283448,0.427935824310529,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.51875,0.7375,0.40625,0.7,0.39375,0.8375,0.575,0.7499999999999999,0.4734375,93.0,76.0,110.0,34.0,156.0
177,Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,None,2,8.886075949367088,79,141,0.4,0.6375,0.7125,57,0.5833333333333334,0.7875,0.85,0.6775,0.5170973644185759,0.4301674979652022,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.51875,0.7625,0.4125,0.7,0.39375,0.825,0.5875,0.75,0.478125,107.0,56.0,110.0,43.0,152.0
