,Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List,BugLocator HIT@10,BugLocator Avg HIT Between 1 and 5,SentenceBERT HIT@10,SentenceBERT Avg HIT Between 1 and 5,UnixCoder HIT@10,UnixCoder Avg HIT Between 1 and 5,Lucene HIT@10,Lucene Avg HIT Between 1 and 5,Average All Config HIT@10,Average All Config Avg HIT Between 1 and 5,BugLocator Rank,SentenceBERT Rank,UnixCoder Rank,Lucene Rank,Average All Config Rank
560,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,13.658227848101266,79,129,0.325,0.6,0.6875,55,0.5375,0.75,0.8125,0.635,0.4391742928500028,0.3855172645091852,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '54', '76', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6875,0.4625,0.675,0.4375,0.7,0.4625,0.7375,0.4625,0.7,0.45625000000000004,121.0,123.0,98.0,99.0,196.0
561,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,13.853333333333332,75,123,0.2875,0.525,0.65,52,0.4875,0.7125,0.775,0.59,0.4034573893091745,0.3532513120534511,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.65,0.40625,0.6875,0.4125,0.625,0.38749999999999996,0.7125,0.41875,0.66875,0.40624999999999994,133.0,121.0,128.0,114.0,215.0
562,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,16.066666666666666,75,123,0.2,0.4375,0.6,48,0.4124999999999999,0.65,0.75,0.5275,0.3116807698491087,0.2729056730343412,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1224', '1399', '1430', '1481', '162', '199', '200', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6,0.31875,0.6,0.3375,0.55,0.325,0.65,0.3375,0.6,0.3296875,155.0,187.0,186.0,122.0,257.0
563,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,14.626666666666669,75,123,0.225,0.5375,0.6375,51,0.4666666666666666,0.6875,0.75,0.5675,0.367708513933805,0.3202531507513398,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6375,0.38125,0.65,0.40625,0.625,0.375,0.7,0.39375000000000004,0.653125,0.38906250000000003,140.0,139.0,129.0,116.0,222.0
564,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,14.92,75,123,0.1875,0.45,0.625,50,0.4208333333333333,0.6875,0.7875,0.5475,0.3075689217910822,0.2741784626576203,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1224', '1399', '1430', '1481', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '193', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.625,0.31875,0.625,0.325,0.5375,0.23125,0.6875,0.325,0.61875,0.3,142.0,165.0,193.0,118.0,234.0
565,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,12.91025641025641,78,128,0.3,0.625,0.6875,55,0.5375,0.7375,0.8125,0.6325000000000001,0.4359658596008061,0.3810788279061285,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6875,0.4625,0.675,0.4375,0.675,0.42500000000000004,0.7375,0.49375,0.6937500000000001,0.4546875,121.0,123.0,113.0,94.0,199.0
566,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,14.474358974358974,78,128,0.25,0.5125,0.6375,51,0.4666666666666666,0.7125,0.8,0.5824999999999999,0.3820950341162148,0.3501415137405119,"['2', '8', '18', '19', '117', '128', '129', '130', '191', '206', '1202', '1205', '1207', '1215', '1224', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1198', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '45', '1150']",0.6375,0.38125,0.6375,0.39375,0.65,0.38125,0.7125,0.43124999999999997,0.6593749999999999,0.396875,140.0,156.0,121.0,112.0,218.0
567,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,13.41025641025641,78,128,0.2875,0.6,0.6875,55,0.525,0.725,0.8,0.6199999999999999,0.4220610187501727,0.3846005045495711,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6875,0.44375,0.6875,0.4625,0.7,0.4625,0.7375,0.4875,0.703125,0.4640625,124.0,115.0,98.0,95.0,192.0
568,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,13.833333333333334,78,128,0.2875,0.5375,0.6375,51,0.4875,0.7375,0.8125,0.6025,0.3997744920422538,0.3616182058213703,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '206', '1202', '1205', '1207', '1215', '1224', '1399', '1430', '1481', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6375,0.4125,0.65,0.3375,0.6125,0.29375,0.725,0.43124999999999997,0.65625,0.36874999999999997,138.0,141.0,135.0,109.0,220.0
569,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,12.759493670886076,79,130,0.325,0.6375,0.7125,57,0.5583333333333332,0.775,0.8,0.65,0.4569555985992568,0.4001980615278898,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '54', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.7125,0.48124999999999996,0.6875,0.43125,0.7,0.43125,0.75,0.5,0.7124999999999999,0.4609375,109.0,119.0,103.0,88.0,187.0
570,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,14.49367088607595,79,130,0.275,0.5375,0.625,50,0.4791666666666667,0.7375,0.8125,0.5974999999999999,0.4055256103822691,0.359501168208454,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '1202', '1205', '1207', '1215', '1224', '1399', '1430', '1481', '54', '76', '160', '162', '192', '199', '200', '1198', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.625,0.40625,0.6375,0.39999999999999997,0.675,0.39375000000000004,0.6875,0.425,0.65625,0.40625,141.0,155.0,115.0,117.0,219.0
571,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,13.69620253164557,79,130,0.325,0.6,0.6875,55,0.5375,0.75,0.8125,0.635,0.4410084431768004,0.3886361370582047,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '54', '76', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6875,0.4625,0.675,0.4375,0.7,0.4625,0.7375,0.4625,0.7,0.45625000000000004,121.0,123.0,98.0,99.0,196.0
572,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,13.974683544303796,79,130,0.2875,0.55,0.6375,51,0.4916666666666667,0.75,0.7875,0.6025,0.4049469093544736,0.3612246251474848,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '206', '1202', '1205', '1207', '1215', '1224', '1399', '1430', '1481', '54', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1446', '1563', '1568', '11', '55', '1213', '1428', '84', '193', '275', '1089', '1130', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6375,0.41875,0.625,0.34375,0.65,0.30625,0.725,0.43124999999999997,0.659375,0.375,136.0,164.0,122.0,109.0,217.0
573,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,3.1944444444444446,36,37,0.2625,0.4375,0.4375,35,0.3791666666666666,0.4375,0.4375,0.4025,0.3449900793650793,0.286765873015873,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4375,0.35,0.4375,0.35,0.425,0.34375,0.4375,0.36875,0.434375,0.353125,227.0,259.0,239.0,217.0,366.0
574,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,4.138888888888889,36,37,0.275,0.4,0.425,34,0.3666666666666667,0.425,0.4375,0.3925,0.333531746031746,0.2753075396825396,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.3375,0.425,0.325,0.4125,0.30625,0.425,0.34375,0.421875,0.328125,234.0,273.0,248.0,226.0,387.0
575,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,4.0,49,61,0.3375,0.575,0.575,46,0.4958333333333333,0.5875,0.5875,0.5325,0.4382607886904761,0.3662680657016594,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.45625,0.5875,0.4375,0.575,0.44375,0.575,0.45625,0.578125,0.4484375,168.0,191.0,167.0,169.0,286.0
576,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,4.551020408163265,49,61,0.325,0.525,0.575,46,0.475,0.5875,0.5875,0.52,0.4128086366758241,0.3561832026480463,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.42500000000000004,0.575,0.44375,0.575,0.41875,0.575,0.4375,0.575,0.43125,170.0,196.0,170.0,172.0,293.0
577,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,4,3.980392156862745,51,64,0.3125,0.6,0.6,48,0.5041666666666667,0.6125,0.6125,0.5475,0.435697342275211,0.3698866548552767,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6,0.45625,0.6,0.44375,0.6,0.4375,0.6,0.45625,0.6,0.4484375,150.0,177.0,142.0,142.0,253.0
578,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,4.823529411764706,51,64,0.3375,0.525,0.5875,47,0.4833333333333334,0.6,0.6125,0.5325000000000001,0.4236056761221235,0.3618985637900112,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5875,0.43125,0.5625,0.43124999999999997,0.5875,0.39375000000000004,0.5875,0.43125,0.5812499999999999,0.421875,158.0,202.0,161.0,159.0,284.0
579,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,13.632911392405065,79,128,0.325,0.7125,0.775,62,0.6041666666666666,0.825,0.825,0.6925000000000001,0.4907177498979459,0.4194155331122045,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.51875,0.75,0.475,0.75,0.48750000000000004,0.7625,0.5375,0.7593749999999999,0.5046875000000001,46.0,58.0,46.0,83.0,118.0
580,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,15.025316455696204,79,128,0.35,0.5875,0.6875,55,0.5416666666666666,0.7875,0.8,0.6425000000000001,0.4578749086977954,0.4000901641703519,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.6875,0.46875,0.6375,0.41875,0.7,0.425,0.7125,0.49375,0.684375,0.4515625,120.0,150.0,105.0,110.0,209.0
581,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,13.632911392405065,79,128,0.35,0.7,0.775,62,0.6083333333333333,0.825,0.825,0.695,0.5014757606065835,0.4316474033921016,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.5249999999999999,0.7375,0.44999999999999996,0.7375,0.46249999999999997,0.7625,0.5375,0.753125,0.4937499999999999,45.0,71.0,62.0,83.0,137.0
582,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,13.721518987341772,79,129,0.325,0.7125,0.775,62,0.6041666666666666,0.825,0.825,0.6925000000000001,0.4853715851540104,0.4068295385498705,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.51875,0.7125,0.46249999999999997,0.7875,0.50625,0.7625,0.5375,0.7593749999999999,0.50625,46.0,92.0,11.0,83.0,117.0
583,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,13.89873417721519,79,129,0.3625,0.6125,0.7375,59,0.5708333333333334,0.7875,0.8125,0.6625,0.4762738012389352,0.4180825254175699,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.48750000000000004,0.6375,0.45625,0.725,0.4625,0.725,0.5,0.70625,0.4765625,80.0,144.0,78.0,102.0,190.0
584,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,12.873417721518988,79,129,0.3375,0.6875,0.7875,63,0.6041666666666666,0.825,0.8375,0.6950000000000001,0.4861567612014473,0.4231554107620202,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.7875,0.5125,0.7375,0.48125,0.7625,0.48124999999999996,0.775,0.53125,0.7656249999999999,0.5015624999999999,37.0,65.0,37.0,76.0,100.0
585,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,4,14.21518987341772,79,129,0.2875,0.725,0.775,62,0.5958333333333333,0.825,0.825,0.6875,0.4612905114735814,0.4007916915730627,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.50625,0.725,0.4625,0.7375,0.48125,0.7625,0.5125,0.75,0.490625,48.0,79.0,59.0,85.0,151.0
586,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,13.9873417721519,79,129,0.35,0.6125,0.7375,59,0.5666666666666668,0.7875,0.8375,0.665,0.4674801888182411,0.4143790998528779,"['2', '8', '18', '19', '128', '129', '130', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.7375,0.48125,0.625,0.45,0.7,0.42500000000000004,0.7125,0.47500000000000003,0.69375,0.45781250000000007,82.0,157.0,104.0,111.0,200.0
587,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,13.481012658227847,79,129,0.325,0.6625,0.775,62,0.5875,0.8125,0.8375,0.6825,0.4720733721872472,0.4151002415975299,"['2', '8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '76', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.49375,0.7,0.45625,0.7375,0.4375,0.7625,0.49375,0.7437500000000001,0.4703125,50.0,104.0,67.0,86.0,160.0
588,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,13.658227848101266,79,128,0.325,0.7125,0.775,62,0.6041666666666666,0.825,0.825,0.6925000000000001,0.4897951308503268,0.4185028346995061,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.51875,0.75,0.475,0.75,0.48750000000000004,0.7625,0.5375,0.7593749999999999,0.5046875000000001,46.0,58.0,46.0,83.0,118.0
589,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,15.0126582278481,79,128,0.35,0.5875,0.6875,55,0.5416666666666666,0.7875,0.8,0.6425000000000001,0.4584999086977954,0.4004026641703519,"['2', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.6875,0.46875,0.6375,0.41875,0.7,0.425,0.7125,0.49375,0.684375,0.4515625,120.0,150.0,105.0,110.0,209.0
590,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,13.658227848101266,79,128,0.35,0.7,0.775,62,0.6083333333333333,0.825,0.825,0.695,0.5005531415589645,0.4307347049794033,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.5249999999999999,0.7375,0.44999999999999996,0.7375,0.46249999999999997,0.7625,0.5375,0.753125,0.4937499999999999,45.0,71.0,62.0,83.0,137.0
591,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,All_GUI_Component_IDs,2,14.645569620253164,79,128,0.325,0.625,0.725,58,0.5583333333333332,0.7875,0.8,0.6525000000000001,0.4558569267379329,0.3993537364401048,"['2', '8', '18', '19', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.725,0.475,0.6375,0.4,0.7125,0.425,0.725,0.4875,0.7,0.446875,102.0,154.0,94.0,105.0,197.0
592,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,13.746835443037977,79,129,0.325,0.7125,0.775,62,0.6041666666666666,0.825,0.825,0.6925000000000001,0.4844489661063914,0.405916840137172,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '54', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.775,0.51875,0.7125,0.46249999999999997,0.7875,0.50625,0.7625,0.5375,0.7593749999999999,0.50625,46.0,92.0,11.0,83.0,117.0
