Bug_Id,File,Filenames_Store_File,Stored
1147,com/android/gpstest/NavigationDrawerFragment.java,../data/FilteringBoostingFileNames-round5/Screen-4/Corpus-GUI_State_and_Interacted_GUI_Component_IDs/Files_In_Corpus.csv,Exist
